AMP_ID,A. baumannii ATCC 19606,E. coli ATCC 11775,E. coli AIC221,E. coli AIC222,K. pneumoniae ATCC 13883,P. aeruginosa PA01,P. aeruginosa PA14,S. aureus ATCC 12600,S. aureus (ATCC BAA-1556) - MRSA,vancomycin-resistant E. faecalis ATCC 700802,vancomycin-resistant E. faecium ATCC 700221
NEFIDIMH_1_8,159.02237,458.029,332.6698,373.9864,472.72427,400.27734,423.1472,474.07953,461.94748,411.796,185.70882
MGGLONMC_56_6,159.02237,458.029,332.6698,373.9864,472.72427,400.27734,423.1472,474.07953,461.94748,411.796,185.70882
CBFAIEJC_14_291,144.34547,274.4752,270.4969,256.2635,289.45328,324.13608,259.9328,331.92557,433.51065,375.01236,186.2227
PFFBMKHE_122_2,161.73935,226.96771,211.04355,211.73692,243.55836,222.67265,185.3306,222.98077,324.13348,346.94095,186.31705
PJIGDKCP_9_12,140.25616,465.06943,349.22552,352.05273,447.11542,390.98874,396.76755,349.17462,439.46524,489.4037,186.48535
NLCOFIOL_215_2,266.484,454.14954,409.03592,422.96652,461.31314,437.9049,471.8782,451.94434,493.22574,368.99826,187.49095
NLMDFIEA_365_8,223.88951,427.65125,316.41034,457.53888,475.2084,452.12115,470.6767,441.53406,474.15265,486.71747,188.08777
DLLABPDM_128_1,54.848927,102.95711,107.45006,187.05516,241.21771,212.7834,190.8752,288.49808,349.34393,324.38232,188.14706
ABPACAOB_528_2,120.81613,389.9701,212.09984,305.4508,406.8494,393.6927,407.04865,429.69482,468.9822,443.82587,188.45294
PCNLCECH_127_1,198.72469,420.17694,349.3637,369.36783,413.01953,433.0747,429.8242,402.2841,444.5957,483.92096,188.5238
GCPFHCHN_84_3,55.433743,355.3872,152.70485,190.65807,398.87222,341.15204,314.28772,372.74823,447.7731,485.74426,189.5032
JLMBNEBE_87_10,147.15717,252.10863,208.43314,213.54126,364.66675,269.1994,289.37265,294.00937,490.12466,440.24753,192.29086
KIPJBGOE_135_6,228.12982,419.3037,327.9805,344.7375,392.12393,407.27588,419.1391,356.18494,451.3237,432.67883,195.05492
BIPNPGMJ_283_20,178.02158,294.14804,178.01495,200.38463,381.4188,301.91058,246.70288,414.78326,443.08087,513.34845,195.05669
DOFEOPKJ_250_5,104.16034,328.6478,333.90985,241.96582,456.6147,354.09338,369.21127,381.98294,402.35477,415.36636,195.11559
KKNDCODD_100_6,110.43456,248.37039,182.12267,217.07608,257.47104,195.82169,229.43044,256.33298,383.44513,408.50397,195.35489
LKKEPBNP_148_14,108.06348,244.84729,200.8521,170.27118,273.66898,204.97617,191.92252,253.60733,327.73956,370.16223,195.40834
CGGEEMNC_101_11,83.936966,277.63025,168.92291,210.40182,326.71207,257.06573,207.1934,328.22778,405.7863,324.94513,195.94089
CGGEEMNC_506_8,83.936966,277.63025,168.92291,210.40182,326.71207,257.06573,207.1934,328.22778,405.7863,324.94513,195.94089
DBLJEKIA_14_6,83.936966,277.63025,168.92291,210.40182,326.71207,257.06573,207.1934,328.22778,405.7863,324.94513,195.94089
DBLJEKIA_439_3,83.936966,277.63025,168.92291,210.40182,326.71207,257.06573,207.1934,328.22778,405.7863,324.94513,195.94089
KFOBHDBC_709_9,83.936966,277.63025,168.92291,210.40182,326.71207,257.06573,207.1934,328.22778,405.7863,324.94513,195.94089
MHOBFLEE_144_1,206.6383,254.42712,261.92114,248.33365,267.48373,257.0418,277.46365,283.68796,365.81677,391.7318,196.86794
IPGEANND_22_159,182.05159,230.7643,242.66943,269.3296,290.5097,285.99896,291.62125,288.55463,397.49323,380.3899,197.18997
FPDLEAHF_15_3,180.33594,340.85175,340.17493,277.97418,404.38364,288.0143,299.19696,388.43353,375.2221,556.60364,197.19325
FJIODLBK_15_37,114.20891,206.46979,193.71355,217.05812,233.30826,210.90524,201.20883,236.62741,307.68243,357.05292,197.57463
LBFMECOL_19_26,95.92852,369.93628,297.278,272.42795,366.74435,365.34012,379.86337,388.25916,462.02505,436.32822,198.54549
JOLIOCDE_30_5,101.9592,403.41455,202.55952,341.44803,478.33493,431.31912,460.2888,483.19086,499.3026,526.1604,198.70454
DFLBIPPG_17_4,160.27213,370.64288,249.74207,341.7936,490.81946,429.60162,441.00436,478.04153,508.3775,456.4231,199.11328
KCPDNHAK_70_1,54.795753,303.1075,180.88292,217.41797,363.6594,282.64066,323.07974,219.8214,317.2087,336.97183,199.1943
OEFIAKPL_149_3,134.24712,235.82631,190.79808,209.96199,267.13986,216.26193,238.03986,304.50977,336.46005,414.35504,199.24503
KFCJGCLI_3_9,193.5175,448.09753,278.59665,307.22095,377.80038,405.07693,353.11118,448.7938,437.8946,424.0908,199.91988
OONNNJMN_37_2,140.3272,257.29132,194.83533,249.10165,276.98315,286.73843,258.45535,293.25385,340.5823,337.6464,199.96878
ICBCKKKK_79_12,213.026,349.70233,253.22102,244.42535,386.71158,374.54404,366.11023,405.0438,490.658,509.83594,199.99843
MJCJCPAN_418_18,75.63078,324.31006,291.97223,323.72015,342.37048,347.55496,289.30215,321.78918,434.01752,432.33948,201.74362
EMBCFOFO_21_18,80.12975,182.6332,99.273476,205.97429,257.87238,204.52872,192.78223,274.4982,361.85458,386.4687,202.18613
HOAEJAAF_48_1,178.90994,331.58093,188.01828,241.22876,372.0668,243.09036,304.0097,394.34912,406.45074,451.4621,203.10126
NHIIIKLN_113_21,73.43074,187.77197,173.73183,208.97018,191.02654,171.78523,180.52994,235.63101,319.52124,359.63452,203.15819
CEIMKNJA_125_4,98.583984,184.99869,144.5989,222.89325,267.28955,217.73381,194.24489,264.2801,344.2868,356.58728,204.38498
BHGFJBKP_59_23,228.3067,431.17468,321.20148,392.92908,417.97333,442.28308,452.2248,413.69836,492.04993,424.64502,205.57631
BGLBHDLA_200_1,214.17259,297.25778,247.56712,262.02713,275.20895,278.62396,234.07455,343.34354,362.16257,391.8786,206.44176
LKBPNCKB_36_29,61.498337,237.85725,207.15598,299.47794,295.89664,268.6307,279.79935,278.9588,407.07538,409.5928,207.34367
ABBBLBMD_7_2,61.498337,237.85725,207.15598,299.47794,295.89664,268.6307,279.79935,278.9588,407.07538,409.5928,207.34367
LKACKFMG_52_2,61.498337,237.85725,207.15598,299.47794,295.89664,268.6307,279.79935,278.9588,407.07538,409.5928,207.34367
GGJMJOFG_94_2,61.498337,237.85725,207.15598,299.47794,295.89664,268.6307,279.79935,278.9588,407.07538,409.5928,207.34367
DECBAKBH_103_3,164.264,243.19101,235.29024,269.76572,316.56274,281.67627,287.45685,278.7422,401.6749,427.4154,207.84048
FMDDOPJB_118_6,224.01834,430.41553,367.91595,299.6363,461.21466,403.674,406.27646,418.9024,465.70447,419.30307,208.16855
EBBODCAE_541_8,170.23753,381.3753,323.29895,337.85632,421.8297,416.33072,405.16583,433.4683,487.5841,492.00513,208.98566
EMEEGMFL_506_1,175.17264,276.15958,270.16257,237.72585,325.27997,286.81744,308.7497,327.52878,410.85895,430.40762,209.0662
BKBHMIGP_82_12,203.4083,333.26038,245.96367,246.51498,311.31635,271.01495,306.91528,329.58765,389.15518,424.02844,209.46698
MFMOEDNK_171_1,158.68948,263.65442,207.87775,294.4799,357.62094,315.67877,318.39227,351.69537,425.98956,412.69086,210.41689
KOFGBFOK_86_5,109.46417,225.67445,200.30588,162.45473,304.2369,197.4719,229.6159,314.5401,340.2942,436.5842,211.30177
KDFDCCFH_128_4,109.46417,225.67445,200.30588,162.45473,304.2369,197.4719,229.6159,314.5401,340.2942,436.5842,211.30177
OICIJIOO_69_5,109.46417,225.67445,200.30588,162.45473,304.2369,197.4719,229.6159,314.5401,340.2942,436.5842,211.30177
FCLKNIGA_197_6,293.60358,340.80124,303.25494,315.12704,430.9772,360.80984,403.49,415.10425,482.95532,505.92828,211.71838
ECACJCPL_140_6,113.859436,314.7757,237.65593,250.13269,346.59583,260.0582,340.47964,320.62924,342.00604,488.16946,211.98561
NMEKPIAN_724_5,226.2187,271.39972,185.43387,316.98755,355.03864,336.17093,371.38974,384.83652,461.71207,460.24973,213.18332
KKNDCODD_308_9,142.74342,252.19421,228.46674,232.73865,310.2345,236.99402,220.64168,287.89987,370.4022,376.27686,214.3215
LMPFGBPF_32_58,223.52858,242.89235,299.21304,254.58485,322.12146,328.21286,279.2778,351.21082,472.6165,411.25983,214.45325
ENICKNPH_167_2,215.25633,330.29724,282.73956,331.69922,344.6866,346.84793,324.48508,318.3941,301.84274,369.8555,214.68704
LOEOMKJD_66_19,142.68187,392.42743,390.3415,327.38855,412.2662,438.2107,327.79272,396.68335,457.4256,413.44354,214.84387
PMJKNAEO_11_39,230.18028,294.38434,198.74138,249.21005,276.137,235.00653,259.6983,302.39456,389.55124,423.93793,215.49771
HDMFDFEC_36_4,215.52074,266.8066,289.43817,265.42676,329.52393,275.6162,335.27338,341.92703,400.5067,465.84473,217.69806
GFAPHGNP_74_1,207.74347,370.21255,259.72028,274.4,404.01794,292.53204,308.61682,406.75638,462.10577,495.3057,217.95021
GCMBIIMM_41_6,170.9752,303.58206,272.42294,310.2068,293.96072,314.3375,292.57068,244.16498,392.74463,391.05588,217.9755
KGPBEPPN_101_4,161.32367,270.972,218.32245,239.59723,349.5854,297.71588,339.1268,332.89194,463.0722,421.18643,218.12303
OHIALCHJ_198_27,234.71735,371.54626,316.64316,332.17487,405.37274,383.15903,373.32346,435.58487,442.52417,413.596,218.24709
BDOMIJBA_83_6,298.4805,362.33038,381.46567,331.152,405.27863,377.93158,366.1554,404.07294,432.0863,430.14865,218.43349
JKANDIBI_209_1,142.1039,324.16888,225.76987,292.25012,315.04962,286.1542,298.46603,275.75272,399.01886,430.4336,218.55812
FPNGPMKE_98_2,192.81908,511.51685,444.767,472.97897,478.16907,491.0826,515.65137,365.755,474.52127,411.30295,218.76727
MENBPKOE_145_15,263.36633,385.09384,255.11127,365.36166,417.43848,395.70984,379.4533,404.38837,426.05264,434.66876,219.38669
OGCOFHCG_4_8,206.16577,261.59116,263.0323,272.31525,295.33246,307.78418,308.138,303.61407,447.54303,418.07706,220.01622
KAPCIHNN_146_13,150.5424,208.53038,189.85866,239.02309,257.3819,235.16669,249.19264,267.31473,381.83786,316.28882,221.36127
NJPCPLPI_239_2,242.54108,322.49884,315.74066,305.65845,436.33832,372.8196,352.05734,375.12283,453.34793,483.12122,221.65549
OBCMDBHP_88_6,236.58316,301.37564,325.6282,281.55844,363.39917,362.46494,355.72382,389.79807,475.46692,457.778,221.82831
BALHDFCL_43_14,209.43388,368.29758,265.68484,306.56122,402.36688,334.12878,329.37347,407.84204,458.25565,430.6828,222.33667
KLODJPDJ_179_2,251.20349,434.77835,409.91772,422.3167,449.81116,433.70544,430.86096,420.19217,448.65298,469.2109,222.44394
JMMHIICP_242_1,180.08194,310.93762,267.63354,247.675,336.5171,279.5193,272.6319,335.84503,391.83783,439.6765,222.45648
JDJMJEBK_91_31,224.50043,365.0114,230.72084,329.02243,385.7151,355.12756,378.39117,401.05026,441.58978,437.52313,222.8264
EOLDCPEM_136_7,171.79803,339.4043,219.05722,338.2481,358.46567,341.67386,336.2579,411.61447,453.4398,481.5666,223.58678
POHKCCHO_234_7,171.79803,339.4043,219.05722,338.2481,358.46567,341.67386,336.2579,411.61447,453.4398,481.5666,223.58678
GAOBNHDM_377_3,190.16945,346.70746,285.3612,268.51776,351.99765,323.86496,307.7037,384.56375,471.02243,468.89963,224.38441
LDFDGFAA_122_3,246.40329,366.43622,325.79977,288.123,384.69678,413.67682,346.94537,381.05457,412.10638,382.17245,225.19266
GFFPLFCF_32_10,197.7001,332.20584,269.16504,298.18372,423.3549,362.5271,342.20554,397.0935,396.3353,483.48825,225.25734
BHJKMAJD_43_14,177.98334,351.25104,277.47385,336.8075,376.50586,353.94586,365.26743,366.21176,438.9734,421.89825,227.17699
LCHLHEKD_57_7,131.1374,314.51227,324.10046,351.55783,346.6445,366.98123,323.55145,313.79004,376.1324,422.60532,229.42096
ECACJCPL_81_21,178.44463,373.9051,298.1074,360.19058,369.2973,346.2717,388.00974,373.5384,447.49896,474.41718,229.43164
KAONBLHN_159_3,178.94487,316.78458,249.81877,303.24173,331.62625,373.45663,359.35352,352.07608,397.24695,414.57535,229.507
HECEMDOC_64_1,98.2337,478.49557,252.41653,410.8562,527.6982,408.17303,398.09488,490.44196,507.83157,516.2238,230.18752
BDHJOFGG_53_4,98.2337,478.49557,252.41653,410.8562,527.6982,408.17303,398.09488,490.44196,507.83157,516.2238,230.18752
KKKOIOLA_50_5,98.2337,478.49557,252.41653,410.8562,527.6982,408.17303,398.09488,490.44196,507.83157,516.2238,230.18752
GIKLDKJA_20_73,49.94822,374.89117,284.07758,279.54062,431.01144,372.57053,415.44174,411.84106,457.9727,406.7553,230.41685
EKOJIBFH_130_1,103.01889,272.6492,165.51845,193.0065,317.51587,264.44363,240.35234,305.5554,389.80478,400.9512,231.82317
CFEKOEEO_124_2,173.90086,211.98778,208.70807,240.2477,254.78435,224.73483,232.56856,240.6699,393.64633,336.2444,231.97253
KHHHKCJG_167_12,155.70197,258.69495,250.44737,251.31342,263.3875,244.69183,250.87021,249.11395,372.32513,363.0967,232.26529
PIOJOGJG_3_60,234.80005,280.40662,230.83401,302.52606,317.57147,253.59113,236.69998,325.563,401.07703,404.8826,232.30405
EHFDCMEE_48_1,204.09247,308.3653,294.06906,288.35382,321.7296,276.69992,296.0233,324.81564,414.08667,404.24033,235.17413
IAPKAHNK_99_9,139.86511,451.75546,372.58167,457.14697,446.21194,473.55008,438.9875,484.04865,493.60065,464.9271,235.36725
KJAMEGOG_506_1,121.57823,261.96774,246.81912,209.26117,284.54858,277.26065,265.33234,287.641,380.60217,446.70248,237.17966
BGKBPJDF_40_5,207.49586,303.244,282.56763,290.83728,343.9225,295.32986,290.32843,328.3208,393.5559,376.84705,237.37048
IGJLCKIK_7_23,187.17963,271.0076,235.97008,265.97125,316.00085,283.7391,305.41278,293.03333,398.8341,402.84543,237.56773
HOAEJAAF_35_4,172.03505,268.6907,198.87164,199.09544,345.63745,364.18866,394.07434,407.86105,497.28528,466.44183,237.9086
MLCBNMHP_99_1,109.51041,307.79858,213.19203,253.17375,306.07883,297.32925,289.7826,327.10272,416.6327,381.92813,238.07977
OFOBCBEG_49_40,199.93771,254.2767,254.7308,247.74106,305.26004,306.78125,294.8277,322.64404,519.45776,451.26666,238.3448
EBBODCAE_222_1,204.30127,386.16678,393.9969,391.9694,411.26114,388.55295,394.71902,417.92538,466.6574,461.5921,238.71904
CBOPLNHK_17_3,280.82727,475.48538,402.96722,426.49545,500.5705,477.37744,475.36017,479.9192,514.4137,357.98996,239.79337
APPKEMID_21_6,136.9731,327.56955,290.87698,266.8116,423.0442,318.12683,333.62982,317.56042,389.07684,477.05356,240.55463
HDEKGLIK_70_6,262.35263,396.03384,296.9482,351.31247,453.61432,399.84146,422.41907,481.06613,500.63977,501.2873,240.64851
GOGOMFGK_302_3,146.87488,320.2445,263.22516,251.80481,347.44788,315.82895,276.12018,360.74078,374.25845,424.44925,241.16006
GOGOMFGK_34_1,146.87488,320.2445,263.22516,251.80481,347.44788,315.82895,276.12018,360.74078,374.25845,424.44925,241.16006
GOGOMFGK_351_1,146.87488,320.2445,263.22516,251.80481,347.44788,315.82895,276.12018,360.74078,374.25845,424.44925,241.16006
GOGOMFGK_643_1,146.87488,320.2445,263.22516,251.80481,347.44788,315.82895,276.12018,360.74078,374.25845,424.44925,241.16006
NBPCDCCG_13_19,201.97571,277.9288,227.91595,277.8722,361.2396,292.93298,320.71893,371.983,433.88788,476.53876,241.26575
OIOLDIDN_201_2,178.64641,362.33487,269.2131,262.2619,405.22995,349.83963,356.60828,408.32513,440.366,504.87308,241.28099
FFDAKDOA_35_1,309.48947,448.00012,366.63113,359.49533,469.05518,477.1592,464.02127,406.35828,413.36053,469.21173,241.50076
CKOFCMJB_774_6,206.03171,253.96059,216.9727,244.0858,301.84357,301.35065,294.69525,272.9779,412.74725,501.10718,241.61363
BDNAFLFJ_21_2,125.04659,305.476,226.25424,251.1376,266.37512,223.45534,251.60605,296.28235,400.36975,424.45367,241.76065
NKNCIDFI_9_15,271.97418,305.99112,287.3527,314.24072,323.24844,289.0968,324.94382,340.41928,413.24844,408.14206,242.69418
ECACJCPL_167_10,104.32575,333.69156,320.4094,306.1509,348.57773,366.0607,417.67645,369.03812,430.8445,477.37515,243.00102
AGFGDEPP_3_140,207.95834,263.54623,260.98758,299.72186,325.75058,289.16672,301.39072,328.9195,419.3903,389.41174,243.89406
NNIFDBFB_89_14,144.53232,454.9953,450.20645,401.86218,444.66537,411.7058,393.1687,438.97632,525.3339,410.92072,247.38905
JDCFMPNP_82_41,196.67099,303.95352,318.72293,313.19186,341.28058,340.68887,307.81232,358.5902,463.47272,475.67297,247.41649
CFOIEDKB_34_33,196.895,264.5371,262.8174,260.96075,299.8598,267.90668,266.36426,288.30878,391.83978,380.33334,247.60397
KKKAIPPD_1_144,232.18683,419.26837,375.99738,364.57767,459.06195,439.71097,438.14737,449.9017,491.87198,501.4448,248.03053
CKBFPJAI_14_38,213.96437,321.28717,303.95392,271.4601,345.57388,338.49557,343.24817,302.89938,359.02353,413.782,248.24539
FDOHJKJH_447_1,207.57729,398.38678,261.42432,308.3399,469.28036,344.7131,405.47064,484.45593,460.16888,550.91925,249.57213
HOJMOMBC_212_1,238.37598,307.2237,273.08237,295.00034,342.61368,342.1425,335.6264,365.22537,412.77463,446.4034,249.7898
ABIMFLDF_43_23,192.1174,310.60162,268.09198,288.3118,381.02545,313.299,342.41467,356.65063,442.32623,469.93915,250.77853
FNDHDDGH_29_37,122.72262,393.92355,333.0493,396.73245,416.90024,376.33356,401.2689,423.99835,486.22678,450.39276,251.20694
FAHBNHCL_40_4,233.80458,312.06314,249.3237,303.61755,351.9487,276.05023,266.39737,323.48093,423.94128,439.92877,251.75829
FHCMHAMK_493_4,218.70746,280.2054,191.55481,333.43942,313.08463,310.48834,304.69696,325.13535,402.74432,409.10748,253.4737
DAMCAHIH_329_2,218.70746,280.2054,191.55481,333.43942,313.08463,310.48834,304.69696,325.13535,402.74432,409.10748,253.4737
OHFHPIDA_260_4,218.70746,280.2054,191.55481,333.43942,313.08463,310.48834,304.69696,325.13535,402.74432,409.10748,253.4737
MJHGFBCG_110_1,325.40457,424.19458,302.84595,374.68173,475.9986,447.50067,433.78632,440.45554,490.95486,428.76727,253.6149
CJICECBE_205_10,109.9825,266.71817,214.71649,226.59651,260.68198,247.27321,262.40662,251.13083,371.69003,317.37686,254.14279
GKACCAFP_42_26,190.76486,276.07574,246.10571,249.71355,312.30786,281.06137,257.96017,337.39532,388.67883,354.55667,254.33643
LPLOOJEN_16_16,198.37698,221.81433,190.09131,179.91418,236.44348,245.85677,255.48305,246.61197,356.16354,334.5604,254.61128
FCLKNIGA_129_4,114.27539,243.93938,211.04674,230.9863,266.17154,279.13083,250.59479,295.0908,371.98907,379.69757,254.91357
AHMCFDPC_20_41,316.73242,383.48587,343.94766,360.41833,442.9021,392.90448,361.1112,458.4723,486.07095,523.3091,255.6018
CENODMGI_218_3,224.18036,312.40045,293.0848,284.98038,313.7985,291.08698,287.62946,334.61865,415.91177,416.65546,255.87062
HKJMHKLB_6_15,154.04695,211.13193,153.23389,229.9514,319.6543,277.04926,270.60947,341.6207,376.43036,448.4322,256.42957
LEFHGJPA_256_1,206.71515,313.93607,297.9832,280.8302,335.17175,270.96857,262.09735,339.93472,400.46545,427.88843,256.52576
ECPJPLJJ_27_4,129.48845,455.40332,373.7988,417.2121,452.38925,455.34103,398.64127,423.2464,498.74875,322.20026,256.8554
HPDNPIEA_429_7,160.28992,432.25613,257.58575,301.66068,474.8273,444.80597,423.34973,459.20828,505.14,456.81937,257.24103
COHBNLED_219_1,126.17573,366.1808,328.1279,284.92627,328.7612,371.8315,351.05634,367.10526,425.30774,427.63193,258.2835
LDCPKHLH_546_5,199.22865,373.66003,273.06854,289.32385,431.2464,353.12857,366.5768,428.78372,472.02597,461.39227,258.3491
EMEEGMFL_620_3,197.61009,273.07712,264.9715,234.46335,330.77124,256.451,298.77103,330.3029,395.7533,433.5285,258.50925
LKIEJCHL_455_5,396.68347,479.09036,433.56946,431.90482,503.14648,468.76318,468.32812,493.66528,526.46954,431.7128,259.83685
NPEJHEFM_40_5,268.38174,354.64935,371.23367,354.16528,397.0873,359.65787,337.17947,377.44824,416.89734,407.64166,260.07004
JGCEHHJG_78_4,351.34442,411.4443,362.52625,356.5147,413.11386,369.75195,380.77954,389.0718,502.53833,503.48212,261.42114
JFGKALPH_415_7,205.3208,426.21735,295.4924,442.0526,443.90042,411.13443,438.52313,469.85925,491.1488,537.5978,262.12143
CMAAFGAB_20_20,189.56403,417.43472,331.69547,382.0162,445.0969,414.96362,389.75616,401.69724,472.10037,490.48065,262.61734
KIEHLOCK_114_5,272.48615,364.24493,324.39734,359.8471,356.53802,357.68875,366.04874,355.56625,424.88013,441.623,262.97955
BMKALGPG_1050_1,228.34962,401.81116,299.13788,349.50327,385.1508,403.80276,438.4491,384.15588,435.1096,440.65933,263.83337
KFOBHDBC_243_3,237.68266,306.91556,279.47073,346.05478,344.47015,339.45688,352.48578,370.38248,409.79236,393.82507,266.62454
DGAMHEBP_69_12,282.45798,404.02094,277.42215,313.47864,409.30267,350.04535,403.81,452.608,491.5342,514.3664,266.6788
EMKEAJEM_402_1,209.12971,311.2553,289.0392,332.16122,361.1307,325.18365,318.31348,350.148,419.49432,407.7998,267.20767
LKNDKLPM_270_12,191.35458,309.99835,262.1609,319.00586,434.8325,334.25024,311.95276,346.03223,370.46353,463.95096,268.00882
BGMMDEHE_30_1,239.98091,480.29187,394.8597,447.0716,468.85025,469.3649,470.159,493.5469,506.1528,473.08475,268.19153
IAAIGDBD_705_6,294.12592,376.55972,332.59265,369.1919,402.9798,365.35434,365.6253,366.89587,423.71637,478.38815,268.4836
NDABMHGF_582_8,126.17321,368.06302,323.1131,302.5934,401.4372,330.53812,227.46423,346.85742,391.71326,462.55487,268.885
DFDIHNMG_507_18,126.17321,368.06302,323.1131,302.5934,401.4372,330.53812,227.46423,346.85742,391.71326,462.55487,268.885
NKOFHIIF_319_2,126.17321,368.06302,323.1131,302.5934,401.4372,330.53812,227.46423,346.85742,391.71326,462.55487,268.885
HEEDOPCH_84_9,152.08688,247.21785,190.77931,198.06628,251.96336,291.3366,256.17117,291.3982,446.1938,408.57742,269.10196
FAGMIBAH_22_1,164.75356,348.3161,358.62598,297.6728,374.5205,329.20218,363.85986,373.50198,457.12787,437.96103,269.1429
BHGFJBKP_44_1,200.41791,295.04327,275.90054,321.67322,339.46387,304.9782,305.61218,315.90982,444.61682,370.4063,269.8712
JHHPGEIM_124_3,317.54056,404.72614,364.8575,397.00754,445.15482,438.7614,447.50305,477.9145,494.6529,537.2445,270.50568
EBIPKGNL_1627_3,134.14711,243.51738,198.64798,233.62534,322.39682,291.175,292.19016,311.7917,398.16245,441.4447,271.3017
CGGEEMNC_290_9,225.60547,330.26025,322.01843,355.63348,392.03,384.74554,391.54068,384.77365,459.87036,446.68335,272.3265
OHIALCHJ_27_1,238.61765,341.8943,307.31192,306.45538,370.42618,300.18784,293.01736,362.66647,418.28247,419.04,272.52542
MDJGNOFL_42_6,221.1789,459.6867,332.7149,427.8832,484.84485,436.69455,468.26984,439.3686,473.2638,471.71817,273.01306
CIJEKMCO_476_2,323.95367,451.22922,403.19098,374.28757,483.37045,437.28323,427.30576,450.22284,493.62653,505.14417,273.54517
DMCDPPBI_541_2,212.1436,319.97388,255.04543,300.6113,355.9705,300.94547,306.39847,350.23053,382.4024,452.09448,274.30927
GCMBIIMM_31_8,240.68884,256.6443,251.45091,313.46146,254.98312,300.7911,320.66116,340.34308,387.72357,488.36737,274.33865
KKNDCODD_310_3,210.37894,332.11807,281.4422,332.2726,365.9719,313.12234,267.20062,359.21152,416.1277,463.8338,274.3607
PNKOKCJG_51_3,245.82022,280.10837,281.5834,288.35095,289.7516,276.08575,269.7586,301.37134,405.2441,416.02008,274.75156
OKNDCDBL_338_2,110.20289,319.26523,291.70526,288.88104,423.80188,385.2871,387.12497,383.0799,457.57043,430.5197,275.0018
FDIMNBAG_431_12,143.18906,271.84464,238.8475,313.05157,401.822,361.15527,316.4754,401.11404,434.40585,513.77637,275.60284
KNGHPBFF_75_4,261.42633,438.5244,226.27829,289.12936,500.66373,374.31494,456.11658,486.39816,510.54095,525.23914,275.80722
HGFDKNKO_232_2,292.47418,342.1901,291.49353,326.5577,364.8462,397.72794,402.0138,389.3686,455.17142,478.29865,276.41602
MJHGFBCG_103_18,197.50345,316.30875,251.31436,323.8483,357.8864,351.20084,356.42908,343.63483,466.27313,409.81848,277.49084
DHLFLHGA_706_1,123.64877,301.71494,198.93654,250.00932,330.0864,329.28845,293.24155,313.44168,410.88116,389.62048,277.74127
LEIPLLPH_107_7,284.47897,498.3668,289.06842,428.8056,519.25793,453.72458,434.91907,429.60745,452.48892,505.20508,278.9112
ELFKHDCH_188_2,125.51457,342.30524,235.07072,261.1205,294.46893,278.12326,299.9543,341.01422,429.1596,464.93097,280.39163
AAIIPECO_18_127,158.66483,399.74146,254.538,323.00668,448.63016,382.02863,414.75656,447.11267,456.33624,465.63922,280.7853
JKANDIBI_210_26,294.5673,411.37598,403.45526,409.40277,410.3989,434.6441,436.27167,429.73944,513.7293,439.83734,281.00943
EMLCJMHO_99_24,247.91866,383.03043,268.15793,361.59436,381.89438,360.25433,361.63516,406.71143,466.69754,493.5235,281.67642
NIPKMEBA_19_15,325.92377,407.10077,341.591,348.53952,403.79135,385.8629,377.3164,398.5021,467.6414,460.1821,283.55908
GMOEOBNB_68_6,137.00626,465.14236,322.62735,400.0149,481.1054,427.36548,425.19702,455.60596,471.8895,352.63312,283.81558
OPFOICGM_290_7,192.95729,435.31445,309.23746,395.42145,495.21957,497.50745,504.90604,487.0207,487.65424,429.62646,284.02072
BPIAAOIK_33_20,144.25282,297.97424,251.26219,252.81212,316.11197,267.1679,273.7372,303.33337,381.3393,375.70187,284.39667
EMAHDGMJ_55_26,144.25282,297.97424,251.26219,252.81212,316.11197,267.1679,273.7372,303.33337,381.3393,375.70187,284.39667
DPONBGFN_78_39,144.25282,297.97424,251.26219,252.81212,316.11197,267.1679,273.7372,303.33337,381.3393,375.70187,284.39667
LAPKCFCO_130_4,252.22505,423.36667,330.81375,371.63803,397.32156,415.04474,397.1155,402.98123,459.66315,401.40274,284.6481
IKDFCCNA_57_1,195.27211,354.78238,230.74704,335.2174,388.27606,351.89713,372.12903,391.26224,467.06967,458.422,285.14624
GNCENCHD_91_7,191.64009,409.32492,359.8149,326.97507,456.79065,363.81543,410.25745,442.02942,460.9276,452.72086,285.3713
LKBPNCKB_107_1,264.78122,393.76535,319.9788,347.26517,418.83667,396.0747,417.9286,406.84387,507.96536,491.9005,285.5646
BFAFEAIL_253_1,239.72708,389.4501,324.88196,346.86615,373.14117,352.7313,330.89426,402.3235,476.69366,431.92685,285.6232
POOKNHCI_289_17,273.69696,447.823,357.3354,411.7702,455.03485,386.82227,410.2181,458.08157,469.38525,456.1383,285.9183
FNBCNFFH_357_11,273.69696,447.823,357.3354,411.7702,455.03485,386.82227,410.2181,458.08157,469.38525,456.1383,285.9183
BECGIJIG_9_1,267.57574,307.56628,278.4337,297,311.82648,313.3927,292.97705,318.74048,405.32904,422.26468,286.011
GMCODDEA_7_50,261.203,318.9248,294.563,303.64594,337.6136,340.0127,322.33447,373.3211,449.8954,428.9195,286.1738
HENIIIJL_33_9,295.84564,344.81158,307.97476,284.58484,353.41742,367.14835,394.47464,391.81366,427.3542,427.84952,286.929
GNKANFNI_95_11,145.38011,211.16725,214.2338,220.79297,263.1292,257.3188,237.42574,238.94897,363.19778,372.95886,288.0071
