Sample	MAG	smORF	Length
M36	Aegir_M36_B58	DAMCAHIH_329_2	38
M36	Aegir_M36_B59	LBFMECOL_19_26	30
M36	Aegir_M36_B6	ECPJPLJJ_27_4	24
M36	Aegir_M36_B63	OGCOFHCG_4_8	36
M36	Aegir_M36_B65	OKGIDNFP_33_16	22
M36	Aegir_M36_B67	KOOHGOLM_320_1	25
M36	Aegir_M36_B68	MLCMMGOM_281_2	28
M36	Aegir_M36_B7	AALBNAMJ_5_92	15
M36	Aegir_M36_B7	AALBNAMJ_30_8	37
M36	Aegir_M36_B71	JGCHBLFO_307_4	25
M36	Aegir_M36_B73	PDMGNGAF_293_4	29
M36	Aegir_M36_B73	PDMGNGAF_119_10	42
M36	Aegir_M36_B73	PDMGNGAF_43_4	32
M36	Aegir_M36_B73	PDMGNGAF_190_2	39
M36	Aegir_M36_B8	KIEHLOCK_199_9	41
M36	Aegir_M36_B8	KIEHLOCK_114_5	32
M37	Aegir_M37_B14	CBENGHKH_64_1	24
M37	Aegir_M37_B14	CBENGHKH_14_6	42
M37	Aegir_M37_B18	FJOFIFII_351_1	30
M37	Aegir_M37_B18	FJOFIFII_377_1	43
M37	Aegir_M37_B19	ODLDNGCH_165_1	34
M37	Aegir_M37_B2	BKNOFKLA_118_1	34
M37	Aegir_M37_B21	JBPFJJCB_238_3	35
M37	Aegir_M37_B22	NLCMHHHC_308_9	35
M37	Aegir_M37_B23	JCMCOKNO_551_1	28
M37	Aegir_M37_B23	JCMCOKNO_124_5	29
M37	Aegir_M37_B25	DGIHFKDF_507_5	37
M37	Aegir_M37_B27	FDOHJKJH_447_1	18
M37	Aegir_M37_B29	EMBCFOFO_21_18	40
M37	Aegir_M37_B3	HNCLEMDB_201_2	25
M37	Aegir_M37_B3	HNCLEMDB_146_13	43
M37	Aegir_M37_B33	NCCOEKMA_11_34	24
M37	Aegir_M37_B34	GOGOMFGK_302_3	29
M37	Aegir_M37_B34	GOGOMFGK_34_1	29
M37	Aegir_M37_B34	GOGOMFGK_351_1	29
M37	Aegir_M37_B34	GOGOMFGK_643_1	29
M37	Aegir_M37_B35	CJICECBE_205_10	36
M37	Aegir_M37_B35	CJICECBE_25_4	52
M37	Aegir_M37_B36	HECOAHAK_64_96	33
M37	Aegir_M37_B36	HECOAHAK_47_34	36
M37	Aegir_M37_B38	PGEEBHBE_8_25	31
M37	Aegir_M37_B39	HAEKJFGP_78_2	40
M37	Aegir_M37_B4	KNIBKCOJ_192_2	37
M37	Aegir_M37_B40	LOEOMKJD_66_19	28
M37	Aegir_M37_B41	CICNOPNC_228_1	43
M37	Aegir_M37_B41	CICNOPNC_148_2	23
M37	Aegir_M37_B41	CICNOPNC_108_13	28
M37	Aegir_M37_B41	CICNOPNC_2_7	36
M37	Aegir_M37_B45	PCPMHHLM_66_4	27
M37	Aegir_M37_B45	PCPMHHLM_252_1	40
M37	Aegir_M37_B46	FJIODLBK_50_111	30
M37	Aegir_M37_B46	FJIODLBK_15_37	46
M37	Aegir_M37_B48	PEAOFJAB_26_3	36
M37	Aegir_M37_B49	NLCOFIOL_636_5	33
M37	Aegir_M37_B49	NLCOFIOL_694_2	30
M37	Aegir_M37_B49	NLCOFIOL_215_2	30
M37	Aegir_M37_B49	NLCOFIOL_491_6	45
M37	Aegir_M37_B5	EBBODCAE_222_1	36
M37	Aegir_M37_B5	EBBODCAE_541_8	43
M37	Aegir_M37_B5	EBBODCAE_461_4	33
M37	Aegir_M37_B51	OHMOLDFD_363_3	36
M37	Aegir_M37_B51	OHMOLDFD_180_5	29
M37	Aegir_M37_B52	MBJKJAIA_613_1	33
M37	Aegir_M37_B53	NBONLNAG_30_1	36
M37	Aegir_M37_B54	LHGBMGDM_329_1	32
M37	Aegir_M37_B54	LHGBMGDM_406_1	27
M37	Aegir_M37_B56	LAJLOBNE_215_6	35
M37	Aegir_M37_B56	LAJLOBNE_91_2	20
M37	Aegir_M37_B7	EBIPKGNL_1003_4	28
M37	Aegir_M37_B7	EBIPKGNL_428_1	36
M37	Aegir_M37_B7	EBIPKGNL_1627_3	39
M37	Aegir_M37_B8	OHAGCPAB_196_4	37
M37	Aegir_M37_B9	EMJIGOFO_76_6	23
M37	Aegir_M37_B9	EMJIGOFO_95_12	22
M38	Aegir_M38_B100	DGPCILFO_32_3	52
M38	Aegir_M38_B102	CFOIEDKB_34_33	44
M38	Aegir_M38_B102	CFOIEDKB_72_14	31
M38	Aegir_M38_B102	CFOIEDKB_189_7	29
M38	Aegir_M38_B103	GFMOCMNL_256_9	32
M38	Aegir_M38_B107	GJNODNJA_9_36	34
M38	Aegir_M38_B108	IAJGHCOB_30_5	33
M38	Aegir_M38_B108	IAJGHCOB_138_6	38
M38	Aegir_M38_B109	PLALPCGD_57_10	28
M38	Aegir_M38_B11	OHCLFNHJ_60_7	26
M38	Aegir_M38_B13	JGAODFDO_14_2	26
M38	Aegir_M38_B15	PNCLIAJG_8_2	42
M38	Aegir_M38_B19	ECPBKFON_125_5	27
M38	Aegir_M38_B2	FILNCIPO_574_2	19
M38	Aegir_M38_B20	CFBDOOPH_229_1	31
M38	Aegir_M38_B20	CFBDOOPH_456_2	31
M38	Aegir_M38_B3	IAPKAHNK_99_9	34
M38	Aegir_M38_B3	IAPKAHNK_153_3	40
M38	Aegir_M38_B30	APGDIBME_1_14	35
M38	Aegir_M38_B30	APGDIBME_38_23	42
M38	Aegir_M38_B30	APGDIBME_35_8	32
M38	Aegir_M38_B30	APGDIBME_9_11	39
M38	Aegir_M38_B32	EHIJNLMB_129_1	46
M38	Aegir_M38_B35	NPMGFPNF_391_1	40
M38	Aegir_M38_B36	JNFGIEIN_123_9	46
M38	Aegir_M38_B38	LMPFGBPF_32_58	22
M38	Aegir_M38_B38	LMPFGBPF_123_55	37
M38	Aegir_M38_B4	CCEEDJDB_69_21	40
M38	Aegir_M38_B40	LEKKIAAH_150_1	37
M38	Aegir_M38_B40	LEKKIAAH_349_2	34
M38	Aegir_M38_B40	LEKKIAAH_64_1	42
M38	Aegir_M38_B41	HENIIIJL_33_9	27
M38	Aegir_M38_B41	HENIIIJL_156_7	32
M38	Aegir_M38_B41	HENIIIJL_349_2	32
M38	Aegir_M38_B42	APGNHLOD_309_3	37
M38	Aegir_M38_B45	PDGCENIA_58_1	36
M38	Aegir_M38_B48	MICOHLPA_59_3	33
M38	Aegir_M38_B49	KHHHKCJG_167_12	32
M38	Aegir_M38_B49	KHHHKCJG_227_1	42
M38	Aegir_M38_B54	IPCMLAMI_131_12	34
M38	Aegir_M38_B57	ENFPJDJP_481_3	15
M38	Aegir_M38_B57	ENFPJDJP_132_4	25
M38	Aegir_M38_B58	EGDGCNOE_1_2	39
M38	Aegir_M38_B6	LPEMMCJN_72_9	20
M38	Aegir_M38_B61	EHKJGOEI_547_4	35
M38	Aegir_M38_B61	EHKJGOEI_558_6	28
M38	Aegir_M38_B61	EHKJGOEI_17_2	24
M38	Aegir_M38_B61	EHKJGOEI_468_5	36
M38	Aegir_M38_B64	NAOKMLNH_130_21	56
M38	Aegir_M38_B66	EMLCJMHO_99_24	34
M38	Aegir_M38_B66	EMLCJMHO_136_9	26
M38	Aegir_M38_B66	EMLCJMHO_60_2	46
M38	Aegir_M38_B67	ADJEFGIL_9_6	25
M38	Aegir_M38_B68	FFDAKDOA_35_1	18
M38	Aegir_M38_B69	IBFOMGMI_46_30	33
M38	Aegir_M38_B7	KJAMEGOG_506_1	26
M38	Aegir_M38_B70	LJALBDND_235_2	23
M38	Aegir_M38_B71	CPPEEGKI_126_3	31
M38	Aegir_M38_B71	CPPEEGKI_116_6	43
M38	Aegir_M38_B73	GACEDKPE_90_27	43
M38	Aegir_M38_B73	GACEDKPE_101_11	28
M38	Aegir_M38_B74	CNCNCCNP_227_4	24
M38	Aegir_M38_B74	CNCNCCNP_127_6	24
M38	Aegir_M38_B74	CNCNCCNP_152_18	19
M38	Aegir_M38_B75	IBOODKDA_8_7	35
M38	Aegir_M38_B78	GNCENCHD_91_7	23
M38	Aegir_M38_B78	GNCENCHD_382_8	34
M38	Aegir_M38_B79	CGJFFKOE_1_100	24
M38	Aegir_M38_B79	CGJFFKOE_1_96	24
M38	Aegir_M38_B8	EBIDJMJL_171_2	25
M38	Aegir_M38_B81	FPKJGNPI_412_3	43
M38	Aegir_M38_B83	BIPNPGMJ_299_11	45
M38	Aegir_M38_B83	BIPNPGMJ_283_20	17
M38	Aegir_M38_B83	BIPNPGMJ_333_4	40
M38	Aegir_M38_B83	BIPNPGMJ_572_1	41
M38	Aegir_M38_B83	BIPNPGMJ_161_2	24
M38	Aegir_M38_B84	LMKJOADE_83_10	51
M38	Aegir_M38_B85	ACLCOCJL_40_18	42
M38	Aegir_M38_B85	ACLCOCJL_35_2	35
M38	Aegir_M38_B87	ICAEBNNE_34_11	42
M38	Aegir_M38_B90	NBPCDCCG_13_19	46
M38	Aegir_M38_B90	NBPCDCCG_15_13	57
M38	Aegir_M38_B92	HJJGMEJB_29_35	37
M38	Aegir_M38_B93	EKBDCPHF_24_14	50
M38	Aegir_M38_B93	EKBDCPHF_146_9	29
M38	Aegir_M38_B98	BFAFEAIL_253_1	28
M38	Aegir_M38_B98	BFAFEAIL_334_5	30
M38	Aegir_M38_B98	BFAFEAIL_315_5	32
M38	Aegir_M38_B99	IBPAHCCO_16_24	30
M39	Aegir_M39_B100	HPDNPIEA_429_7	31
M39	Aegir_M39_B101	OOLOLMOA_35_13	28
M39	Aegir_M39_B101	OOLOLMOA_57_9	33
M39	Aegir_M39_B102	HHBKGBCH_86_58	44
M39	Aegir_M39_B102	HHBKGBCH_127_1	38
M39	Aegir_M39_B102	HHBKGBCH_17_1	38
M39	Aegir_M39_B103	COHBNLED_219_1	29
M39	Aegir_M39_B104	BDNAFLFJ_21_2	36
M39	Aegir_M39_B105	MEBADGCM_64_7	29
M39	Aegir_M39_B108	ELMMPHKD_177_1	41
M39	Aegir_M39_B108	ELMMPHKD_187_4	29
M39	Aegir_M39_B109	ICBCKKKK_56_29	25
M39	Aegir_M39_B109	ICBCKKKK_185_44	25
M39	Aegir_M39_B109	ICBCKKKK_79_12	24
M39	Aegir_M39_B109	ICBCKKKK_138_15	38
M39	Aegir_M39_B109	ICBCKKKK_253_5	26
M39	Aegir_M39_B109	ICBCKKKK_199_14	21
M39	Aegir_M39_B109	ICBCKKKK_56_48	32
M39	Aegir_M39_B11	KAPCIHNN_146_13	43
M39	Aegir_M39_B110	BFEMGKGJ_148_4	43
M39	Aegir_M39_B112	ICNECMED_121_17	38
M39	Aegir_M39_B112	ICNECMED_168_11	29
M39	Aegir_M39_B112	ICNECMED_121_9	41
M39	Aegir_M39_B113	NBHHOGLK_65_2	29
M39	Aegir_M39_B114	OEKGDMPL_93_4	41
M39	Aegir_M39_B115	NNIFDBFB_89_14	31
M39	Aegir_M39_B116	KAONBLHN_159_3	29
M39	Aegir_M39_B117	IAKFMJEM_272_2	31
M39	Aegir_M39_B117	IAKFMJEM_316_3	19
M39	Aegir_M39_B117	IAKFMJEM_183_8	36
M39	Aegir_M39_B118	IKDFCCNA_38_4	31
M39	Aegir_M39_B118	IKDFCCNA_57_1	35
M39	Aegir_M39_B12	MKBBINBF_7_12	42
M39	Aegir_M39_B124	MKNJNPBE_3_214	43
M39	Aegir_M39_B124	MKNJNPBE_3_144	40
M39	Aegir_M39_B125	LGFNCOND_193_43	39
M39	Aegir_M39_B126	NGIDNPEH_9_18	42
M39	Aegir_M39_B129	OLACNJPO_151_9	37
M39	Aegir_M39_B131	GCPFHCHN_760_3	32
M39	Aegir_M39_B131	GCPFHCHN_84_3	37
M39	Aegir_M39_B136	IGJLCKIK_8_44	22
M39	Aegir_M39_B136	IGJLCKIK_7_23	40
M39	Aegir_M39_B137	MGGLONMC_44_9	25
M39	Aegir_M39_B137	MGGLONMC_56_6	40
M39	Aegir_M39_B14	OENFBOHI_142_5	34
M39	Aegir_M39_B141	FDIMNBAG_431_12	43
M39	Aegir_M39_B141	FDIMNBAG_320_4	27
M39	Aegir_M39_B142	GEPOGDIE_192_2	35
M39	Aegir_M39_B143	NFGOFIFO_555_5	41
M39	Aegir_M39_B144	LEDLLEGN_1_33	33
M39	Aegir_M39_B146	OICIJIOO_69_5	36
M39	Aegir_M39_B146	OICIJIOO_47_7	41
M39	Aegir_M39_B15	JKANDIBI_46_7	37
M39	Aegir_M39_B15	JKANDIBI_209_1	30
M39	Aegir_M39_B15	JKANDIBI_210_26	27
M39	Aegir_M39_B15	JKANDIBI_255_24	46
M39	Aegir_M39_B150	GLJOBBPH_120_8	27
M39	Aegir_M39_B152	PIOJOGJG_3_60	41
M39	Aegir_M39_B154	IPGEANND_22_159	42
M39	Aegir_M39_B155	KKPGHLON_16_152	35
M39	Aegir_M39_B155	KKPGHLON_127_1	34
M39	Aegir_M39_B158	DAIGHAGO_189_9	36
M39	Aegir_M39_B159	LKLMGDAM_276_3	28
M39	Aegir_M39_B16	LAEAKBMI_238_1	41
M39	Aegir_M39_B161	EACKFKNK_88_3	31
M39	Aegir_M39_B164	PNPOMJDI_39_42	25
M39	Aegir_M39_B166	GHHMGHBK_162_1	23
M39	Aegir_M39_B166	GHHMGHBK_13_63	35
M39	Aegir_M39_B167	NKOFHIIF_531_9	41
M39	Aegir_M39_B167	NKOFHIIF_319_2	39
M39	Aegir_M39_B167	NKOFHIIF_752_3	34
M39	Aegir_M39_B17	CBJJPFKK_21_6	53
M39	Aegir_M39_B171	EIKHOBMN_30_1	30
M39	Aegir_M39_B171	EIKHOBMN_3_1	22
M39	Aegir_M39_B171	EIKHOBMN_34_12	40
M39	Aegir_M39_B172	EBJEFPEO_57_42	37
M39	Aegir_M39_B173	LOGKCIHJ_188_1	47
M39	Aegir_M39_B176	GFFPLFCF_32_10	37
M39	Aegir_M39_B177	DPONBGFN_78_39	41
M39	Aegir_M39_B179	DCMKIBAL_42_1	32
M39	Aegir_M39_B179	DCMKIBAL_34_5	28
M39	Aegir_M39_B179	DCMKIBAL_93_19	28
M39	Aegir_M39_B180	PILMEDLM_205_10	32
M39	Aegir_M39_B181	FNBCNFFH_50_34	26
M39	Aegir_M39_B181	FNBCNFFH_357_11	28
M39	Aegir_M39_B183	CBIJBIGH_205_1	43
M39	Aegir_M39_B184	EDPJEEBL_121_5	37
M39	Aegir_M39_B184	EDPJEEBL_152_13	42
M39	Aegir_M39_B185	BGKBPJDF_40_5	38
M39	Aegir_M39_B187	KKKOIOLA_50_5	26
M39	Aegir_M39_B188	JCKFNMMM_90_1	42
M39	Aegir_M39_B192	HEEDOPCH_84_9	28
M39	Aegir_M39_B193	IPACGEIK_69_8	32
M39	Aegir_M39_B193	IPACGEIK_67_26	31
M39	Aegir_M39_B194	MHOBFLEE_291_7	40
M39	Aegir_M39_B194	MHOBFLEE_127_3	33
M39	Aegir_M39_B194	MHOBFLEE_144_1	43
M39	Aegir_M39_B195	GJNOLOFI_197_13	41
M39	Aegir_M39_B196	BKLBJKCE_140_5	20
M39	Aegir_M39_B196	BKLBJKCE_204_14	24
M39	Aegir_M39_B198	OHIALCHJ_181_41	21
M39	Aegir_M39_B198	OHIALCHJ_198_27	25
M39	Aegir_M39_B198	OHIALCHJ_27_1	40
M39	Aegir_M39_B199	KEIMIPLH_326_7	42
M39	Aegir_M39_B2	GFCMJPMJ_158_5	34
M39	Aegir_M39_B20	KNGHPBFF_542_2	33
M39	Aegir_M39_B20	KNGHPBFF_75_4	26
M39	Aegir_M39_B20	KNGHPBFF_207_14	37
M39	Aegir_M39_B21	OONNNJMN_37_2	40
M39	Aegir_M39_B21	OONNNJMN_99_4	26
M39	Aegir_M39_B21	OONNNJMN_333_1	41
M39	Aegir_M39_B23	CIBCBEEE_16_2	26
M39	Aegir_M39_B26	PODDHOJH_80_9	27
M39	Aegir_M39_B27	INCGMNIA_335_1	38
M39	Aegir_M39_B29	LDFDGFAA_305_10	42
M39	Aegir_M39_B29	LDFDGFAA_122_3	31
M39	Aegir_M39_B29	LDFDGFAA_245_3	29
M39	Aegir_M39_B29	LDFDGFAA_589_1	38
M39	Aegir_M39_B29	LDFDGFAA_297_3	39
M39	Aegir_M39_B3	OHFHPIDA_260_4	38
M39	Aegir_M39_B3	OHFHPIDA_32_3	44
M39	Aegir_M39_B30	HOCLGGFK_69_8	42
M39	Aegir_M39_B32	JGCEHHJG_78_4	29
M39	Aegir_M39_B32	JGCEHHJG_140_15	30
M39	Aegir_M39_B34	MPGNNOLM_149_4	20
M39	Aegir_M39_B35	FOFKHIPA_463_1	42
M39	Aegir_M39_B36	GGJMJOFG_44_16	30
M39	Aegir_M39_B36	GGJMJOFG_17_21	42
M39	Aegir_M39_B36	GGJMJOFG_34_8	40
M39	Aegir_M39_B36	GGJMJOFG_53_9	38
M39	Aegir_M39_B36	GGJMJOFG_53_10	29
M39	Aegir_M39_B36	GGJMJOFG_94_2	31
M39	Aegir_M39_B37	LEFHGJPA_256_1	43
M39	Aegir_M39_B4	OPFOICGM_290_7	26
M39	Aegir_M39_B4	OPFOICGM_149_6	25
M39	Aegir_M39_B40	JEICAJEH_27_102	31
M39	Aegir_M39_B40	JEICAJEH_13_24	27
M39	Aegir_M39_B41	JEGBJGEC_124_10	26
M39	Aegir_M39_B43	LPCKDOMF_170_1	30
M39	Aegir_M39_B44	IPKLMCOG_56_22	25
M39	Aegir_M39_B45	BHJKMAJD_43_14	27
M39	Aegir_M39_B45	BHJKMAJD_15_20	40
M39	Aegir_M39_B47	LEIPLLPH_294_3	40
M39	Aegir_M39_B47	LEIPLLPH_107_7	35
M39	Aegir_M39_B5	CBKCKAFE_6_26	30
M39	Aegir_M39_B50	MLCNNOGE_24_21	35
M39	Aegir_M39_B50	MLCNNOGE_47_19	26
M39	Aegir_M39_B51	DKEELOGD_101_1	27
M39	Aegir_M39_B51	DKEELOGD_17_6	65
M39	Aegir_M39_B51	DKEELOGD_82_18	17
M39	Aegir_M39_B52	LKAFJBHK_115_11	19
M39	Aegir_M39_B52	LKAFJBHK_49_2	43
M39	Aegir_M39_B54	HDEKGLIK_228_3	43
M39	Aegir_M39_B54	HDEKGLIK_70_6	31
M39	Aegir_M39_B54	HDEKGLIK_64_2	57
M39	Aegir_M39_B56	PEMCANAD_78_1	37
M39	Aegir_M39_B56	PEMCANAD_54_27	28
M39	Aegir_M39_B56	PEMCANAD_149_7	34
M39	Aegir_M39_B59	KOPDDENJ_8_102	31
M39	Aegir_M39_B61	PKGDLEHC_372_1	34
M39	Aegir_M39_B64	BHJOCGJN_104_4	32
M39	Aegir_M39_B64	BHJOCGJN_3_1	36
M39	Aegir_M39_B65	JDINJJPO_75_3	35
M39	Aegir_M39_B65	JDINJJPO_7_2	32
M39	Aegir_M39_B67	HCGIIHJE_43_1	35
M39	Aegir_M39_B68	BMNDMLLO_474_2	40
M39	Aegir_M39_B68	BMNDMLLO_81_4	39
M39	Aegir_M39_B7	OKKCHLFC_609_6	39
M39	Aegir_M39_B71	OEDHKPFD_80_14	33
M39	Aegir_M39_B71	OEDHKPFD_18_7	34
M39	Aegir_M39_B72	ELFKHDCH_188_2	39
M39	Aegir_M39_B73	HLAJGKCK_275_1	37
M39	Aegir_M39_B75	GOFKCKIN_26_9	40
M39	Aegir_M39_B76	FFMOECEE_231_4	31
M39	Aegir_M39_B77	PCIMOJGB_114_30	43
M39	Aegir_M39_B8	MAHBBFHA_31_8	40
M39	Aegir_M39_B82	DMCDPPBI_541_2	45
M39	Aegir_M39_B84	KCHELPBI_263_5	31
M39	Aegir_M39_B87	DAKCOGMA_68_1	24
M39	Aegir_M39_B90	EHFDCMEE_48_1	32
M39	Aegir_M39_B92	JHHPGEIM_124_3	22
M39	Aegir_M39_B96	LBJGNDLM_58_1	37
M39	Aegir_M39_B97	EBJGJGPE_487_2	41
M39	Aegir_M39_B99	AAIIPECO_18_127	21
M42	SevenSisters_M42_B1	ODHOBCAK_18_1	38
M42	SevenSisters_M42_B1	ODHOBCAK_39_13	31
M42	SevenSisters_M42_B10	HOAEJAAF_51_36	44
M42	SevenSisters_M42_B10	HOAEJAAF_35_4	26
M42	SevenSisters_M42_B10	HOAEJAAF_48_1	18
M42	SevenSisters_M42_B100	GLCJNICL_37_47	32
M42	SevenSisters_M42_B102	JDCFMPNP_82_41	31
M42	SevenSisters_M42_B105	LNHIFBOF_91_5	28
M42	SevenSisters_M42_B107	PCIALCMD_135_7	40
M42	SevenSisters_M42_B108	GKEFNFJJ_191_5	37
M42	SevenSisters_M42_B109	HDAGIOGN_501_3	19
M42	SevenSisters_M42_B111	EEOPACND_278_7	42
M42	SevenSisters_M42_B113	LGAOIKBH_41_8	24
M42	SevenSisters_M42_B113	LGAOIKBH_111_14	22
M42	SevenSisters_M42_B118	ABIMFLDF_43_23	28
M42	SevenSisters_M42_B12	OIOLDIDN_201_2	27
M42	SevenSisters_M42_B120	OHEAOINH_50_13	48
M42	SevenSisters_M42_B121	PJIGDKCP_8_146	37
M42	SevenSisters_M42_B121	PJIGDKCP_9_12	32
M42	SevenSisters_M42_B122	MJHGFBCG_103_18	44
M42	SevenSisters_M42_B122	MJHGFBCG_110_1	33
M42	SevenSisters_M42_B122	MJHGFBCG_160_37	40
M42	SevenSisters_M42_B122	MJHGFBCG_97_1	32
M42	SevenSisters_M42_B125	GAFJMEOH_68_7	29
M42	SevenSisters_M42_B126	DPMDJPGG_785_1	33
M42	SevenSisters_M42_B129	LALGEODK_15_62	42
M42	SevenSisters_M42_B13	IPAJDFGG_237_4	45
M42	SevenSisters_M42_B13	IPAJDFGG_28_4	28
M42	SevenSisters_M42_B130	EAOJADEF_86_2	35
M42	SevenSisters_M42_B130	EAOJADEF_75_2	39
M42	SevenSisters_M42_B132	EENHFHNC_7_21	24
M42	SevenSisters_M42_B134	CDMHADHB_13_2	39
M42	SevenSisters_M42_B134	CDMHADHB_46_28	29
M42	SevenSisters_M42_B136	EJHIJDLC_56_26	34
M42	SevenSisters_M42_B139	JOLIOCDE_30_5	30
M42	SevenSisters_M42_B14	HKJMHKLB_37_26	48
M42	SevenSisters_M42_B14	HKJMHKLB_6_15	21
M42	SevenSisters_M42_B140	AHMCFDPC_20_41	19
M42	SevenSisters_M42_B140	AHMCFDPC_66_33	43
M42	SevenSisters_M42_B142	NLIOJFFK_44_39	43
M42	SevenSisters_M42_B144	LLAKNECE_83_2	29
M42	SevenSisters_M42_B144	LLAKNECE_92_16	20
M42	SevenSisters_M42_B145	BALHDFCL_43_14	26
M42	SevenSisters_M42_B146	BGEJPLBP_11_87	37
M42	SevenSisters_M42_B147	FLBMGKCD_50_47	20
M42	SevenSisters_M42_B15	MBKHLEHK_2_181	21
M42	SevenSisters_M42_B150	AOJKHCPH_36_18	33
M42	SevenSisters_M42_B152	KGPBEPPN_101_4	33
M42	SevenSisters_M42_B154	HGFDKNKO_232_2	29
M42	SevenSisters_M42_B154	HGFDKNKO_69_9	23
M42	SevenSisters_M42_B155	OFGAFGID_228_13	34
M42	SevenSisters_M42_B156	IOIKDEDN_5_14	35
M42	SevenSisters_M42_B2	GGCFKADC_112_11	31
M42	SevenSisters_M42_B2	GGCFKADC_327_1	31
M42	SevenSisters_M42_B2	GGCFKADC_281_11	40
M42	SevenSisters_M42_B20	PBENHFOC_28_3	37
M42	SevenSisters_M42_B22	OPOFEMDE_91_7	39
M42	SevenSisters_M42_B24	AMHNPNDE_87_5	23
M42	SevenSisters_M42_B25	KKKAIPPD_1_144	40
M42	SevenSisters_M42_B25	KKKAIPPD_16_2	39
M42	SevenSisters_M42_B26	OFOCLOHL_62_5	48
M42	SevenSisters_M42_B28	LPLOOJEN_16_16	39
M42	SevenSisters_M42_B28	LPLOOJEN_28_17	40
M42	SevenSisters_M42_B28	LPLOOJEN_13_90	38
M42	SevenSisters_M42_B3	FAHBNHCL_213_13	45
M42	SevenSisters_M42_B3	FAHBNHCL_40_4	40
M42	SevenSisters_M42_B32	FCLKNIGA_197_6	34
M42	SevenSisters_M42_B32	FCLKNIGA_129_4	42
M42	SevenSisters_M42_B32	FCLKNIGA_179_1	41
M42	SevenSisters_M42_B32	FCLKNIGA_72_1	44
M42	SevenSisters_M42_B33	ICCICIKL_53_118	36
M42	SevenSisters_M42_B34	HNGGJNHJ_165_36	31
M42	SevenSisters_M42_B38	PLADLNHJ_235_4	41
M42	SevenSisters_M42_B39	ILHAPEDD_65_25	39
M42	SevenSisters_M42_B4	CIJEKMCO_182_5	33
M42	SevenSisters_M42_B4	CIJEKMCO_620_11	47
M42	SevenSisters_M42_B4	CIJEKMCO_476_2	24
M42	SevenSisters_M42_B41	IADMOHIP_375_1	30
M42	SevenSisters_M42_B44	DINCPFGH_5_20	33
M42	SevenSisters_M42_B45	CGIEBIGP_143_5	29
M42	SevenSisters_M42_B45	CGIEBIGP_9_2	30
M42	SevenSisters_M42_B46	EOJFHDCA_581_1	22
M42	SevenSisters_M42_B46	EOJFHDCA_150_1	34
M42	SevenSisters_M42_B48	GKACCAFP_42_26	38
M42	SevenSisters_M42_B48	GKACCAFP_7_40	59
M42	SevenSisters_M42_B49	AALDIBPL_142_27	46
M42	SevenSisters_M42_B5	NFNJAJMK_113_1	39
M42	SevenSisters_M42_B5	NFNJAJMK_17_1	39
M42	SevenSisters_M42_B51	DPBJAADB_4_10	41
M42	SevenSisters_M42_B51	DPBJAADB_32_2	25
M42	SevenSisters_M42_B51	DPBJAADB_41_1	19
M42	SevenSisters_M42_B55	ALECFFGP_94_4	38
M42	SevenSisters_M42_B56	PBILGAIH_41_11	29
M42	SevenSisters_M42_B59	PJLGNEKC_56_9	32
M42	SevenSisters_M42_B60	CFHKIPKK_145_29	36
M42	SevenSisters_M42_B63	EJEDHMNO_255_1	17
M42	SevenSisters_M42_B65	JIPOEFDI_23_2	30
M42	SevenSisters_M42_B65	JIPOEFDI_98_9	32
M42	SevenSisters_M42_B66	FFNJLNJA_18_67	48
M42	SevenSisters_M42_B66	FFNJLNJA_17_33	32
M42	SevenSisters_M42_B67	DECBAKBH_103_3	41
M42	SevenSisters_M42_B67	DECBAKBH_326_2	33
M42	SevenSisters_M42_B67	DECBAKBH_301_8	34
M42	SevenSisters_M42_B68	AMGCNGIF_35_5	39
M42	SevenSisters_M42_B68	AMGCNGIF_413_1	32
M42	SevenSisters_M42_B70	OKHNMCAF_31_64	27
M42	SevenSisters_M42_B71	JFOHPMHI_2_50	30
M42	SevenSisters_M42_B72	EKNKAGOK_127_1	39
M42	SevenSisters_M42_B72	EKNKAGOK_539_2	31
M42	SevenSisters_M42_B74	CEIMKNJA_125_4	43
M42	SevenSisters_M42_B82	IHCAEKKF_101_9	24
M42	SevenSisters_M42_B83	GPLJCPAO_100_1	33
M42	SevenSisters_M42_B83	GPLJCPAO_22_4	33
M42	SevenSisters_M42_B85	KLKHCHJP_39_1	47
M42	SevenSisters_M42_B86	KKGMKDHN_19_77	48
M42	SevenSisters_M42_B88	BECGIJIG_3_2	26
M42	SevenSisters_M42_B88	BECGIJIG_9_1	26
M42	SevenSisters_M42_B89	IAAIGDBD_705_6	31
M42	SevenSisters_M42_B9	FNJEANDP_364_3	42
M42	SevenSisters_M42_B9	FNJEANDP_214_13	38
M42	SevenSisters_M42_B90	CDDIELDI_355_2	23
M42	SevenSisters_M42_B92	CHIBKKCF_79_3	35
M42	SevenSisters_M42_B92	CHIBKKCF_249_4	18
M42	SevenSisters_M42_B92	CHIBKKCF_287_2	35
M42	SevenSisters_M42_B96	DKFCPLCN_40_41	33
M42	SevenSisters_M42_B99	ODODKDLJ_218_4	36
