Metagenome,MAG_ID,BGC_ID,class,Predicted product,TPM,Domain,Phylum,Class,Order,Family,Genus,Species
M36,Aegir_M36_B60,IJJGOFGK_152.region001,RiPP,RRE-containing,7026.694893,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,JAUXCJ01,
M36,Aegir_M36_B61,JOELOLGC_6.region001,RiPP,thiopeptide,81.12090127,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,JALVQM01,
M36,Aegir_M36_B62,NDIICOJF_21.region001,RiPP,RRE-containing,1492.409853,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA12170,DYSN01,
M36,Aegir_M36_B62,NDIICOJF_10.region001,Other,betalactone,444.7801232,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA12170,DYSN01,
M36,Aegir_M36_B62,NDIICOJF_10.region002,Hybrid,arylpolyene:resorcinol,433.5084465,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA12170,DYSN01,
M36,Aegir_M36_B62,NDIICOJF_21.region002,Other,betalactone,292.2939818,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA12170,DYSN01,
M36,Aegir_M36_B63,OGCOFHCG_20.region001,RiPP,RiPP-like,2219.383389,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,
M36,Aegir_M36_B63,OGCOFHCG_9.region001,Other,betalactone,1931.822254,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,
M36,Aegir_M36_B64,GKCHABDB_34.region001,Polyketide,T1PKS,543.3262695,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
M36,Aegir_M36_B64,GKCHABDB_86.region001,Other,arylpolyene,346.5415246,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
M36,Aegir_M36_B64,GKCHABDB_68.region001,Other,arylpolyene,228.2169745,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
M36,Aegir_M36_B64,GKCHABDB_75.region001,Hybrid,hglE-KS:T1PKS,138.264622,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
M36,Aegir_M36_B64,GKCHABDB_168.region001,Polyketide,T1PKS,134.7252075,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
M36,Aegir_M36_B64,GKCHABDB_147.region001,Hybrid,hglE-KS:T3PKS,77.42117467,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
M36,Aegir_M36_B64,GKCHABDB_61.region001,Polyketide,hglE-KS,73.48674484,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
M36,Aegir_M36_B64,GKCHABDB_67.region001,Other,betalactone,52.74349448,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
M36,Aegir_M36_B65,OKGIDNFP_63.region001,RiPP,RRE-containing,1549.393172,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,JAADGE01,
M36,Aegir_M36_B65,OKGIDNFP_86.region001,Other,arylpolyene,240.6303816,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,JAADGE01,
M36,Aegir_M36_B65,OKGIDNFP_82.region001,Other,resorcinol,123.0443162,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,JAADGE01,
M36,Aegir_M36_B66,EOCGDEIA_59.region001,NRP,NRP generic,56577.27242,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,SZUA-451,
M36,Aegir_M36_B66,EOCGDEIA_30.region001,NRP,NRP generic,11504.02944,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,SZUA-451,
M36,Aegir_M36_B67,KOOHGOLM_203.region001,NRP,NRP generic,988.1566643,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M36,Aegir_M36_B69,GLOGLBCN_111.region001,Other,arylpolyene,8787.814562,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Parvicellaceae,S010-51,
M36,Aegir_M36_B69,GLOGLBCN_162.region001,Other,arylpolyene,8280.418807,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Parvicellaceae,S010-51,
M36,Aegir_M36_B69,GLOGLBCN_196.region001,Other,arylpolyene,6396.320688,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Parvicellaceae,S010-51,
M36,Aegir_M36_B69,GLOGLBCN_56.region001,Hybrid,arylpolyene:resorcinol,5384.92369,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Parvicellaceae,S010-51,
M36,Aegir_M36_B69,GLOGLBCN_2.region001,RiPP,lanthipeptide,5298.467101,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Parvicellaceae,S010-51,
M36,Aegir_M36_B72,ALEHICHF_185.region001,Other,betalactone,584.898549,Bacteria,Spirochaetota,Spirochaetia,B11-G9,B11-G9,S145-15,
M36,Aegir_M36_B73,PDMGNGAF_160.region001,NRP,NRP generic,339.7163441,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,WTBX01 sp030949405
M36,Aegir_M36_B8,KIEHLOCK_177.region001,RiPP,RRE-containing,607.628727,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,CG2-30-33-31,
M36,Aegir_M36_B9,IJMCNGDJ_25.region001,Other,arylpolyene,2281.471952,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M36,Aegir_M36_B9,IJMCNGDJ_52.region001,Terpene,Terpene generic,516.4416949,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M36,Aegir_M36_B9,IJMCNGDJ_32.region001,Other,ectoine,484.0590599,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M36,Aegir_M36_B9,IJMCNGDJ_34.region001,RiPP,RiPP-like,309.4991562,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M37,Aegir_M37_B1,IPOPAIFA_180.region001,RiPP,ranthipeptide,6200.868328,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
M37,Aegir_M37_B1,IPOPAIFA_360.region001,Terpene,Terpene generic,2118.43954,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
M37,Aegir_M37_B10,CFKOCBML_67.region001,Other,arylpolyene,6083.358948,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,
M37,Aegir_M37_B10,CFKOCBML_169.region001,Other,arylpolyene,1989.310129,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,
M37,Aegir_M37_B10,CFKOCBML_118.region001,Other,resorcinol,1026.925278,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,
M37,Aegir_M37_B11,EIPHLLKK_128.region001,Other,arylpolyene,402.2331478,Bacteria,Omnitrophota,Koll11,Zapsychrales,Zapsychraceae,,
M37,Aegir_M37_B11,EIPHLLKK_409.region001,Polyketide,HR-T2PKS,214.9195592,Bacteria,Omnitrophota,Koll11,Zapsychrales,Zapsychraceae,,
M37,Aegir_M37_B11,EIPHLLKK_72.region001,Other,arylpolyene,206.4862943,Bacteria,Omnitrophota,Koll11,Zapsychrales,Zapsychraceae,,
M37,Aegir_M37_B13,OIGOLJNO_16.region001,RiPP,ranthipeptide,436.1932062,Bacteria,Caldisericota,Caldisericia,JAAYUI01,JAAYUI01,JAXGMQ01,
M37,Aegir_M37_B14,CBENGHKH_143.region001,RiPP,RiPP-like,44101.29527,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M37,Aegir_M37_B14,CBENGHKH_40.region001,Other,ectoine,9459.371786,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M37,Aegir_M37_B14,CBENGHKH_280.region001,Terpene,Terpene generic,3013.549026,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M37,Aegir_M37_B14,CBENGHKH_1.region001,Other,arylpolyene,1660.908529,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M37,Aegir_M37_B15,EHALHDMF_16.region001,Terpene,Terpene generic,1662.291319,Bacteria,PUNC01,Erginobacteria,Erginobacterales,Erginobacteraceae,CAKZYZ01,
M37,Aegir_M37_B15,EHALHDMF_373.region001,RiPP,RRE-containing,575.9624578,Bacteria,PUNC01,Erginobacteria,Erginobacterales,Erginobacteraceae,CAKZYZ01,
M37,Aegir_M37_B17,NGEBLNKK_39.region001,NRP,NRPS-like,28322.60862,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M37,Aegir_M37_B17,NGEBLNKK_71.region001,RiPP,RiPP-like,9650.546459,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M37,Aegir_M37_B17,NGEBLNKK_11.region001,Other,arylpolyene,5412.102863,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M37,Aegir_M37_B17,NGEBLNKK_119.region001,Other,hydrogen-cyanide,3553.598857,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M37,Aegir_M37_B19,ODLDNGCH_28.region001,Terpene,Terpene generic,2341.112578,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,JANQFR01,
M37,Aegir_M37_B2,BKNOFKLA_52.region001,RiPP,RiPP-like,1401.924165,Bacteria,UBA10199,UBA10199,2-02-FULL-44-16,JAAZCA01,,
M37,Aegir_M37_B2,BKNOFKLA_75.region001,Terpene,Terpene generic,651.9290364,Bacteria,UBA10199,UBA10199,2-02-FULL-44-16,JAAZCA01,,
M37,Aegir_M37_B20,JKPCDLON_8.region001,NRP,CDPS,2939.146748,Bacteria,Patescibacteriota,Minisyncoccia,Moranbacterales,DUUL01,,
M37,Aegir_M37_B21,JBPFJJCB_62.region001,Terpene,Terpene generic,1924.960342,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,,,
M37,Aegir_M37_B21,JBPFJJCB_163.region001,RiPP,RiPP-like,903.6759512,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,,,
M37,Aegir_M37_B21,JBPFJJCB_123.region001,RiPP,redox-cofactor,703.2324731,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,,,
M37,Aegir_M37_B22,NLCMHHHC_61.region001,Other,crocagin,3686.140057,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
M37,Aegir_M37_B22,NLCMHHHC_258.region001,Terpene,Terpene generic,2119.139706,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
M37,Aegir_M37_B22,NLCMHHHC_225.region001,RiPP,RiPP-like,1254.893617,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
M37,Aegir_M37_B22,NLCMHHHC_241.region001,RiPP,RiPP-like,1172.679351,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
M37,Aegir_M37_B22,NLCMHHHC_295.region001,NRP,NRP generic,1034.6911,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
M37,Aegir_M37_B22,NLCMHHHC_253.region001,RiPP,RiPP-like,917.795888,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
M37,Aegir_M37_B22,NLCMHHHC_240.region001,Other,NAPAA,759.5027332,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
M37,Aegir_M37_B22,NLCMHHHC_39.region001,NRP,NRPS-like,535.2906096,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
M37,Aegir_M37_B22,NLCMHHHC_156.region001,Polyketide,T1PKS,499.7810302,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
M37,Aegir_M37_B23,JCMCOKNO_287.region001,Polyketide,HR-T2PKS,2498.479132,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,
M37,Aegir_M37_B23,JCMCOKNO_484.region001,Other,arylpolyene,1462.611251,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,
M37,Aegir_M37_B23,JCMCOKNO_191.region001,RiPP,RiPP-like,853.0480058,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,
M37,Aegir_M37_B23,JCMCOKNO_475.region001,Other,arylpolyene,672.0882676,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,
M37,Aegir_M37_B23,JCMCOKNO_148.region001,Polyketide,T3PKS,412.2465468,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,
M37,Aegir_M37_B23,JCMCOKNO_648.region001,Polyketide,T3PKS,316.8499151,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,
M37,Aegir_M37_B24,PDEOMJHC_252.region001,Other,hydrogen-cyanide,836.6526017,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,SpSt-1165,
M37,Aegir_M37_B24,PDEOMJHC_159.region001,Polyketide,hglE-KS,454.2186499,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,SpSt-1165,
M37,Aegir_M37_B26,GNFAAGLJ_124.region001,Other,hydrogen-cyanide,1536.821341,Bacteria,Bipolaricaulota,Bipolaricaulia,UBA7950,UBA9294,SPBW01,
M37,Aegir_M37_B27,FDOHJKJH_517.region001,RiPP,RRE-containing,862.0078411,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,GCA-2748055,GCA-2748055,
M37,Aegir_M37_B27,FDOHJKJH_30.region001,RiPP,RRE-containing,712.1168483,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,GCA-2748055,GCA-2748055,
M37,Aegir_M37_B27,FDOHJKJH_117.region001,RiPP,RiPP-like,676.3598273,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,GCA-2748055,GCA-2748055,
M37,Aegir_M37_B28,IAFKBFLO_119.region001,Other,arylpolyene,2625.591128,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,NaphS2,
M37,Aegir_M37_B29,EMBCFOFO_111.region001,RiPP,RiPP-like,3418.594209,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
M37,Aegir_M37_B29,EMBCFOFO_60.region001,RiPP,RRE-containing,1737.70443,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
M37,Aegir_M37_B3,HNCLEMDB_119.region001,RiPP,RiPP-like,357.8843648,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,SM23-30,,
M37,Aegir_M37_B30,MNOMKIBA_9.region001,NRP,NRPS-like,7903.902347,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter_C,
M37,Aegir_M37_B30,MNOMKIBA_65.region001,Hybrid,arylpolyene:resorcinol,4794.591444,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter_C,
M37,Aegir_M37_B30,MNOMKIBA_253.region001,Hybrid,NRPS-like:T1PKS,3774.478419,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter_C,
M37,Aegir_M37_B30,MNOMKIBA_87.region001,NRP,NRP generic,2466.207969,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter_C,
M37,Aegir_M37_B30,MNOMKIBA_153.region001,RiPP,lanthipeptide,1293.461493,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter_C,
M37,Aegir_M37_B32,JFNMFPJL_283.region001,RiPP,RiPP-like,2024.594503,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NORP181,
M37,Aegir_M37_B32,JFNMFPJL_107.region001,Other,hserlactone,1004.793145,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NORP181,
M37,Aegir_M37_B32,JFNMFPJL_86.region001,Hybrid,NRPS-like:T1PKS,352.010362,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NORP181,
M37,Aegir_M37_B32,JFNMFPJL_198.region001,RiPP,redox-cofactor,335.3849653,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NORP181,
M37,Aegir_M37_B34,GOGOMFGK_256.region001,NRP,NRPS-like,59.86668603,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,Anaerobacaceae,Anaerobaca,
M37,Aegir_M37_B35,CJICECBE_42.region001,Other,arylpolyene,6472.524577,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
M37,Aegir_M37_B35,CJICECBE_196.region001,Other,resorcinol,2256.407196,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
M37,Aegir_M37_B36,HECOAHAK_1.region001,RiPP,RRE-containing,2686.816869,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
M37,Aegir_M37_B36,HECOAHAK_45.region001,Hybrid,arylpolyene:resorcinol,1044.742634,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
M37,Aegir_M37_B37,NEILPPCH_323.region001,RiPP,RiPP-like,1847.625408,Bacteria,Verrucomicrobiota,Kiritimatiellia,LD1-PB3_B,Lenti-01,,
M37,Aegir_M37_B37,NEILPPCH_205.region001,RiPP,RRE-containing,910.2711018,Bacteria,Verrucomicrobiota,Kiritimatiellia,LD1-PB3_B,Lenti-01,,
M37,Aegir_M37_B37,NEILPPCH_150.region001,Polyketide,T3PKS,780.6479797,Bacteria,Verrucomicrobiota,Kiritimatiellia,LD1-PB3_B,Lenti-01,,
M37,Aegir_M37_B37,NEILPPCH_380.region001,RiPP,RRE-containing,470.6282832,Bacteria,Verrucomicrobiota,Kiritimatiellia,LD1-PB3_B,Lenti-01,,
M37,Aegir_M37_B38,PGEEBHBE_18.region001,RiPP,RRE-containing,2408.884347,Bacteria,Planctomycetota,SZUA-567,SZUA-567,JAFGNG01,JAFGNG01,
M37,Aegir_M37_B39,HAEKJFGP_416.region001,Other,hserlactone,1664.751769,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
M37,Aegir_M37_B39,HAEKJFGP_176.region001,RiPP,RiPP-like,980.6199223,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
M37,Aegir_M37_B39,HAEKJFGP_454.region001,Terpene,Terpene generic,688.98629,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
M37,Aegir_M37_B39,HAEKJFGP_146.region001,Other,hserlactone,219.7206108,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
M37,Aegir_M37_B40,LOEOMKJD_89.region001,RiPP,ranthipeptide,11949.11212,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Sabulitectum,
M37,Aegir_M37_B40,LOEOMKJD_49.region001,RiPP,ranthipeptide,8385.212077,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Sabulitectum,
M37,Aegir_M37_B40,LOEOMKJD_99.region001,RiPP,sactipeptide,7742.171812,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Sabulitectum,
M37,Aegir_M37_B40,LOEOMKJD_90.region001,RiPP,ranthipeptide,5767.88222,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Sabulitectum,
M37,Aegir_M37_B40,LOEOMKJD_107.region001,Other,hydrogen-cyanide,2384.879972,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Sabulitectum,
M37,Aegir_M37_B41,CICNOPNC_59.region001,Other,resorcinol,2473.28155,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,B16-G9,
M37,Aegir_M37_B41,CICNOPNC_17.region001,Other,arylpolyene,2296.79676,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,B16-G9,
M37,Aegir_M37_B41,CICNOPNC_131.region001,RiPP,RiPP-like,2084.165974,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,B16-G9,
M37,Aegir_M37_B41,CICNOPNC_35.region001,Other,arylpolyene,1913.779521,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,B16-G9,
M37,Aegir_M37_B41,CICNOPNC_188.region001,NRP,NRPS-like,1706.958358,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,B16-G9,
M37,Aegir_M37_B42,BJPDIAKJ_127.region001,RiPP,RiPP-like,22635.42945,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
M37,Aegir_M37_B42,BJPDIAKJ_65.region001,RiPP,RiPP-like,1487.5797,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
M37,Aegir_M37_B42,BJPDIAKJ_106.region001,Polyketide,T1PKS,960.5288341,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
M37,Aegir_M37_B43,DFOIADHH_91.region001,RiPP,RiPP-like,2731.298008,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
M37,Aegir_M37_B46,FJIODLBK_30.region001,RiPP,RiPP-like,1686.696061,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
M37,Aegir_M37_B46,FJIODLBK_68.region001,Other,betalactone,1158.24073,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
M37,Aegir_M37_B47,IMHBHNJB_42.region001,RiPP,RRE-containing,1989.154189,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
M37,Aegir_M37_B47,IMHBHNJB_65.region001,RiPP,RiPP-like,1121.247527,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
M37,Aegir_M37_B5,EBBODCAE_246.region001,NRP,NRPS-like,4122.787611,Bacteria,UBA3054,UBA3054,UBA3054,B51-G9,,
M37,Aegir_M37_B5,EBBODCAE_74.region001,RiPP,RiPP-like,965.5662629,Bacteria,UBA3054,UBA3054,UBA3054,B51-G9,,
M37,Aegir_M37_B5,EBBODCAE_426.region001,RiPP,RRE-containing,301.9856736,Bacteria,UBA3054,UBA3054,UBA3054,B51-G9,,
M37,Aegir_M37_B50,LMEHLNPI_646.region001,RiPP,RiPP-like,829.2360282,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,JBALVT01,
M37,Aegir_M37_B50,LMEHLNPI_309.region001,RiPP,RiPP-like,432.6945598,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,JBALVT01,
M37,Aegir_M37_B53,NBONLNAG_16.region001,RiPP,RRE-containing,963.9449066,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,
M37,Aegir_M37_B54,LHGBMGDM_390.region001,Other,hydrogen-cyanide,567.220796,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,GCA-2711565,GCA-2711565,
M37,Aegir_M37_B54,LHGBMGDM_138.region001,RiPP,RiPP-like,245.6480848,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,GCA-2711565,GCA-2711565,
M37,Aegir_M37_B55,JNFBDKIP_707.region001,Other,arylpolyene,2351.033147,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAHECW01,
M37,Aegir_M37_B55,JNFBDKIP_407.region001,RiPP,RiPP-like,401.2420189,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAHECW01,
M37,Aegir_M37_B55,JNFBDKIP_581.region001,Polyketide,T3PKS,371.6334408,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAHECW01,
M37,Aegir_M37_B55,JNFBDKIP_106.region001,Terpene,Terpene generic,283.0313777,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAHECW01,
M37,Aegir_M37_B55,JNFBDKIP_20.region001,RiPP,RRE-containing,248.6488758,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAHECW01,
M37,Aegir_M37_B56,LAJLOBNE_363.region001,Polyketide,T1PKS,1240.665798,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosalsimonadaceae,SURF-3,
M37,Aegir_M37_B56,LAJLOBNE_120.region001,RiPP,RRE-containing,499.2629536,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosalsimonadaceae,SURF-3,
M37,Aegir_M37_B56,LAJLOBNE_324.region001,RiPP,RRE-containing,481.2701875,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosalsimonadaceae,SURF-3,
M37,Aegir_M37_B56,LAJLOBNE_247.region001,RiPP,RiPP-like,134.9232622,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosalsimonadaceae,SURF-3,
M37,Aegir_M37_B6,INLLGIOK_3.region001,Other,arylpolyene,1226.967023,Bacteria,Pseudomonadota,Gammaproteobacteria,CAJXQU01,CAJXQU01,CAJXQU01,
M37,Aegir_M37_B6,INLLGIOK_44.region001,Other,arylpolyene,996.0962386,Bacteria,Pseudomonadota,Gammaproteobacteria,CAJXQU01,CAJXQU01,CAJXQU01,
M37,Aegir_M37_B6,INLLGIOK_39.region001,RiPP,RiPP-like,944.2889651,Bacteria,Pseudomonadota,Gammaproteobacteria,CAJXQU01,CAJXQU01,CAJXQU01,
M37,Aegir_M37_B6,INLLGIOK_22.region001,Terpene,Terpene generic,449.4450144,Bacteria,Pseudomonadota,Gammaproteobacteria,CAJXQU01,CAJXQU01,CAJXQU01,
