Metagenome,MAG,BGC,class,Predicted product,Domain,Phylum,Class,Order,Family,Genus,Species
M25,Aegir_M25_B242,MNNKNLIN_111.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,0
M25,Aegir_M25_B245,MJIPPEME_8.region001,NRP,NRPS-like,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,JALSSE01,0
M25,Aegir_M25_B245,MJIPPEME_47.region001,RiPP,RiPP-like,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,JALSSE01,0
M25,Aegir_M25_B245,MJIPPEME_19.region001,RiPP,RiPP-like,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,JALSSE01,0
M25,Aegir_M25_B247,HDGJHJCB_152.region001,Other,arylpolyene,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,QOAL01,0,0
M25,Aegir_M25_B247,HDGJHJCB_184.region001,Other,arylpolyene,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,QOAL01,0,0
M25,Aegir_M25_B247,HDGJHJCB_186.region001,RiPP,RiPP-like,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,QOAL01,0,0
M25,Aegir_M25_B247,HDGJHJCB_187.region001,RiPP,RiPP-like,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,QOAL01,0,0
M25,Aegir_M25_B247,HDGJHJCB_198.region001,Polyketide,T1PKS,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,QOAL01,0,0
M25,Aegir_M25_B247,HDGJHJCB_27.region001,Other,arylpolyene,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,QOAL01,0,0
M25,Aegir_M25_B247,HDGJHJCB_53.region001,Terpene,Terpene generic,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,QOAL01,0,0
M25,Aegir_M25_B247,HDGJHJCB_87.region001,Other,arylpolyene,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,QOAL01,0,0
M25,Aegir_M25_B249,APPKEMID_55.region001,Terpene,Terpene generic,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,UBA4466 sp013373595
M25,Aegir_M25_B25,DLIGJPKI_19.region001,RiPP,RRE-containing,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,JACXUG01,0
M25,Aegir_M25_B25,DLIGJPKI_32.region001,RiPP,lassopeptide,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,JACXUG01,0
M25,Aegir_M25_B251,MJNBCPKI_63.region001,RiPP,RiPP-like,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Pyrodictiaceae,WAQM01,0
M25,Aegir_M25_B252,KLFLDMCD_174.region001,Hybrid,lassopeptide:RRE-containing,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Achromatium,0
M25,Aegir_M25_B252,KLFLDMCD_176.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Achromatium,0
M25,Aegir_M25_B252,KLFLDMCD_203.region001,Other,betalactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Achromatium,0
M25,Aegir_M25_B254,DFDIHNMG_349.region001,Polyketide,hglE-KS,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JAJRVT01,0
M25,Aegir_M25_B254,DFDIHNMG_372.region001,Hybrid,lassopeptide:RRE-containing,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JAJRVT01,0
M25,Aegir_M25_B254,DFDIHNMG_541.region001,RiPP,RRE-containing,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JAJRVT01,0
M25,Aegir_M25_B255,GLPOFOGI_13.region001,Polyketide,T1PKS,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,0
M25,Aegir_M25_B255,GLPOFOGI_25.region001,RiPP,RiPP-like,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,0
M25,Aegir_M25_B255,GLPOFOGI_41.region001,Polyketide,hglE-KS,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,0
M25,Aegir_M25_B255,GLPOFOGI_69.region001,Polyketide,T3PKS,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,0
M25,Aegir_M25_B255,GLPOFOGI_83.region001,RiPP,RiPP-like,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,0
M25,Aegir_M25_B255,GLPOFOGI_65.region001,Polyketide,T3PKS,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,0
M25,Aegir_M25_B255,GLPOFOGI_105.region001,Other,betalactone,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,0
M25,Aegir_M25_B255,GLPOFOGI_25.region002,NRP,NRPS-like,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,0
M25,Aegir_M25_B26,MENBPKOE_56.region001,RiPP,RiPP-like,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11858,UBA11858,0
M25,Aegir_M25_B26,MENBPKOE_68.region001,RiPP,RRE-containing,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11858,UBA11858,0
M25,Aegir_M25_B27,CEDJFLIO_171.region001,RiPP,ranthipeptide,Bacteria,JALSQH01,JALSQH01,JALSQH01,JALSQH01,JALSQH01,0
M25,Aegir_M25_B29,LCLGOFJB_213.region001,RiPP,RRE-containing,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptonemataceae,JAGRNA01,0
M25,Aegir_M25_B32,EPFHNGPE_33.region001,Other,arylpolyene,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Putridiphycobacter,0
M25,Aegir_M25_B33,GMCODDEA_19.region001,RiPP,RRE-containing,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,JALVHX01,0
M25,Aegir_M25_B34,FHCMHAMK_203.region001,Hybrid,PUFA:T1PKS,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,S016-13,0
M25,Aegir_M25_B34,FHCMHAMK_510.region001,Terpene,Terpene generic,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,S016-13,0
M25,Aegir_M25_B34,FHCMHAMK_391.region001,RiPP,RRE-containing,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,S016-13,0
M25,Aegir_M25_B35,MMCIJMOE_28.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,0
M25,Aegir_M25_B35,MMCIJMOE_60.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,0
M25,Aegir_M25_B35,MMCIJMOE_79.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,0
M25,Aegir_M25_B35,MMCIJMOE_138.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,0
M25,Aegir_M25_B36,KIPJBGOE_56.region001,RiPP,RRE-containing,Bacteria,Chloroflexota,Anaerolineae,J102,J102,M2005,0
M25,Aegir_M25_B37,ALJMBEPD_38.region001,Other,nucleoside,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Ch27,JALSTC01,JALSTC01 sp026983935
M25,Aegir_M25_B38,KCLEFMIG_17.region001,Terpene,Terpene generic,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,JAGGTJ01,JAGGTJ01,0
M25,Aegir_M25_B38,KCLEFMIG_18.region001,Other,arylpolyene,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,JAGGTJ01,JAGGTJ01,0
M25,Aegir_M25_B38,KCLEFMIG_18.region002,Other,arylpolyene,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,JAGGTJ01,JAGGTJ01,0
M25,Aegir_M25_B38,KCLEFMIG_28.region001,NRP,NRPS-like,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,JAGGTJ01,JAGGTJ01,0
M25,Aegir_M25_B38,KCLEFMIG_29.region001,RiPP,RiPP-like,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,JAGGTJ01,JAGGTJ01,0
M25,Aegir_M25_B38,KCLEFMIG_34.region001,Hybrid,arylpolyene:resorcinol,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,JAGGTJ01,JAGGTJ01,0
M25,Aegir_M25_B4,LJDOBCNF_117.region001,Terpene,Terpene generic,Bacteria,Bipolaricaulota,Bipolaricaulia,Bipolaricaulales,Bipolaricaulaceae,0,0
M25,Aegir_M25_B40,EJKDLJJF_21.region001,Other,arylpolyene,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0
M25,Aegir_M25_B40,EJKDLJJF_58.region001,Other,resorcinol,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0
M25,Aegir_M25_B40,EJKDLJJF_202.region001,Other,arylpolyene,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0
M25,Aegir_M25_B46,IIHGGKOK_68.region001,Terpene,Terpene generic,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,0
M25,Aegir_M25_B46,IIHGGKOK_97.region001,Terpene,Terpene generic,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,0
M25,Aegir_M25_B46,IIHGGKOK_3.region001,NRP,NRPS-like,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,0
M25,Aegir_M25_B47,LPFNNGLO_158.region001,Terpene,Terpene generic,Bacteria,Planctomycetota,SZUA-567,SZUA-567,SZUA-567,0,0
M25,Aegir_M25_B48,EOLDCPEM_116.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,S143-33,S143-33,0
M25,Aegir_M25_B5,PMJAACFD_41.region001,Terpene,Terpene generic,Bacteria,J088,J088,J088,J088,J088,0
M25,Aegir_M25_B5,PMJAACFD_49.region001,Polyketide,T3PKS,Bacteria,J088,J088,J088,J088,J088,0
M25,Aegir_M25_B50,ADKCALKC_20.region001,Other,hserlactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,MONJU,0
M25,Aegir_M25_B50,ADKCALKC_31.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,MONJU,0
M25,Aegir_M25_B50,ADKCALKC_51.region001,Polyketide,T1PKS,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,MONJU,0
M25,Aegir_M25_B50,ADKCALKC_6.region001,RiPP,RRE-containing,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,MONJU,0
M25,Aegir_M25_B51,JAIACPEE_13.region001,Hybrid,lassopeptide:RRE-containing,Bacteria,WOR-3,Hydrothermia,WGAB01,WGAB01,WGAB01,0
M25,Aegir_M25_B54,NMEKPIAN_589.region001,RiPP,RRE-containing,Bacteria,Planctomycetota,GCA-002687715,GCA-002687715,DRQF01,DRQF01,0
M25,Aegir_M25_B54,NMEKPIAN_575.region001,Terpene,Terpene generic,Bacteria,Planctomycetota,GCA-002687715,GCA-002687715,DRQF01,DRQF01,0
M25,Aegir_M25_B54,NMEKPIAN_397.region001,RiPP,RiPP-like,Bacteria,Planctomycetota,GCA-002687715,GCA-002687715,DRQF01,DRQF01,0
M25,Aegir_M25_B54,NMEKPIAN_308.region001,RiPP,RiPP-like,Bacteria,Planctomycetota,GCA-002687715,GCA-002687715,DRQF01,DRQF01,0
M25,Aegir_M25_B55,CMAAFGAB_32.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Gammaproteobacteria,S144-34,S144-34,S144-34,S144-34 sp026989495
M25,Aegir_M25_B55,CMAAFGAB_35.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,S144-34,S144-34,S144-34,S144-34 sp026989495
M25,Aegir_M25_B55,CMAAFGAB_51.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,S144-34,S144-34,S144-34,S144-34 sp026989495
M25,Aegir_M25_B56,NICDANKK_39.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,WGBF01,0
M25,Aegir_M25_B56,NICDANKK_56.region001,Hybrid,NRPS:T1PKS,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,WGBF01,0
M25,Aegir_M25_B56,NICDANKK_66.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,WGBF01,0
M25,Aegir_M25_B56,NICDANKK_55.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,WGBF01,0
M25,Aegir_M25_B56,NICDANKK_1.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,WGBF01,0
M25,Aegir_M25_B56,NICDANKK_51.region001,RiPP,RRE-containing,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,WGBF01,0
M25,Aegir_M25_B56,NICDANKK_73.region001,Terpene,Terpene generic,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,WGBF01,0
M25,Aegir_M25_B57,MFBIBGIB_179.region001,RiPP,RRE-containing,Bacteria,Aquificota,Aquificae,Aquificales,QOAS01,QOAS01,0
M25,Aegir_M25_B58,EKAMJCNM_108.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,0
M25,Aegir_M25_B58,EKAMJCNM_204.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,0
M25,Aegir_M25_B58,EKAMJCNM_173.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,0
M25,Aegir_M25_B6,HLLDGPEO_16.region001,RiPP,RRE-containing,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,0
M25,Aegir_M25_B6,HLLDGPEO_60.region001,RiPP,thiopeptide,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,0
M25,Aegir_M25_B62,PHHBDHMB_81.region001,RiPP,ranthipeptide,Bacteria,JALSQH01,JALSQH01,JALSQH01,JALSQH01,JALSQH01,0
M25,Aegir_M25_B63,ECEBLJCB_19.region001,RiPP,RiPP-like,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Pyrodictiaceae,Pyrolobus,0
M25,Aegir_M25_B64,NPKIOIOJ_12.region001,NRP,NRPS-like,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Persephonella,0
M25,Aegir_M25_B64,NPKIOIOJ_34.region001,RiPP,RRE-containing,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Persephonella,0
M25,Aegir_M25_B65,AJPDMLKK_206.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,QPIN01 sp026988195
M25,Aegir_M25_B65,AJPDMLKK_334.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,QPIN01 sp026988195
M25,Aegir_M25_B65,AJPDMLKK_83.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,QPIN01 sp026988195
M25,Aegir_M25_B65,AJPDMLKK_341.region001,Polyketide,T1PKS,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,QPIN01 sp026988195
M25,Aegir_M25_B66,JDPKAENK_110.region001,Other,arylpolyene,Bacteria,Thermosulfidibacterota,Thermosulfidibacteria,Thermosulfidibacterales,Thermosulfidibacteraceae,Thermosulfidibacter,0
M25,Aegir_M25_B67,FIJJPHGJ_218.region001,RiPP,RiPP-like,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,JALXEW01,JALXEW01,0
M25,Aegir_M25_B69,IAAOHMCL_14.region001,RiPP,RiPP-like,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,WAON01,0
M25,Aegir_M25_B69,IAAOHMCL_9.region001,RiPP,RRE-containing,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,WAON01,0
M25,Aegir_M25_B7,ICOMKHEL_87.region001,RiPP,RiPP-like,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,EX4484-58,0
M25,Aegir_M25_B7,ICOMKHEL_90.region001,RiPP,RRE-containing,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,EX4484-58,0
M25,Aegir_M25_B70,AMOJAIOH_40.region001,Hybrid,NRPS:T1PKS,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,UBA6168,0
M25,Aegir_M25_B70,AMOJAIOH_8.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,UBA6168,0
M25,Aegir_M25_B73,FLFHMAHC_121.region001,RiPP,RiPP-like,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfohalobiaceae,Desulfothermus,0
M25,Aegir_M25_B73,FLFHMAHC_265.region001,RiPP,lanthipeptide,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfohalobiaceae,Desulfothermus,0
M25,Aegir_M25_B73,FLFHMAHC_117.region001,Other,betalactone,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfohalobiaceae,Desulfothermus,0
M25,Aegir_M25_B74,PAGHHCMK_117.region001,RiPP,RiPP-like,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0
M25,Aegir_M25_B74,PAGHHCMK_288.region001,RiPP,RRE-containing,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0
M25,Aegir_M25_B76,MONNEOAI_35.region001,RiPP,RiPP-like,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,JAADEQ01,0
M25,Aegir_M25_B77,IHGNANKF_24.region001,RiPP,RiPP-like,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,CAIJNA01,0
M25,Aegir_M25_B77,IHGNANKF_46.region001,RiPP,RiPP-like,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,CAIJNA01,0
M25,Aegir_M25_B78,EAGGALCG_30.region001,RiPP,ranthipeptide,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,0
M25,Aegir_M25_B78,EAGGALCG_39.region001,RiPP,RRE-containing,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,0
M25,Aegir_M25_B78,EAGGALCG_40.region001,RiPP,RRE-containing,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,0
M25,Aegir_M25_B78,EAGGALCG_43.region001,RiPP,RRE-containing,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,0
M25,Aegir_M25_B78,EAGGALCG_44.region001,Terpene,Terpene generic,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,0
M25,Aegir_M25_B78,EAGGALCG_7.region001,Hybrid,arylpolyene:Terpene,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,0
M25,Aegir_M25_B79,DGAMHEBP_111.region001,NRP,NRPS-like,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,0,0
M25,Aegir_M25_B79,DGAMHEBP_29.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,0,0
M25,Aegir_M25_B8,HKMAABAO_195.region001,Terpene,Terpene generic,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Thermodesulforhabdaceae,JALXAE01,0
M25,Aegir_M25_B8,HKMAABAO_244.region001,RiPP,RiPP-like,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Thermodesulforhabdaceae,JALXAE01,0
M25,Aegir_M25_B81,NAMCIKMA_46.region001,RiPP,RRE-containing,Bacteria,WOR-3,Hydrothermia,LBFQ01,LBFQ01,JAADCS01,0
M25,Aegir_M25_B81,NAMCIKMA_27.region001,RiPP,RRE-containing,Bacteria,WOR-3,Hydrothermia,LBFQ01,LBFQ01,JAADCS01,0
M25,Aegir_M25_B81,NAMCIKMA_16.region001,RiPP,RRE-containing,Bacteria,WOR-3,Hydrothermia,LBFQ01,LBFQ01,JAADCS01,0
M25,Aegir_M25_B81,NAMCIKMA_3.region001,RiPP,RRE-containing,Bacteria,WOR-3,Hydrothermia,LBFQ01,LBFQ01,JAADCS01,0
M25,Aegir_M25_B82,JBHLLBPA_36.region001,Other,betalactone,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,0
M25,Aegir_M25_B83,MENCFBOC_108.region001,RiPP,RRE-containing,Bacteria,Myxococcota,UBA9042,PHBI01,JAAZYN01,0,0
M25,Aegir_M25_B83,MENCFBOC_252.region001,Terpene,Terpene generic,Bacteria,Myxococcota,UBA9042,PHBI01,JAAZYN01,0,0
M25,Aegir_M25_B83,MENCFBOC_475.region001,RiPP,RRE-containing,Bacteria,Myxococcota,UBA9042,PHBI01,JAAZYN01,0,0
M25,Aegir_M25_B83,MENCFBOC_561.region001,Other,phosphonate,Bacteria,Myxococcota,UBA9042,PHBI01,JAAZYN01,0,0
M25,Aegir_M25_B84,HDCNPNCJ_12.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Thermopetrobacter,0
M25,Aegir_M25_B84,HDCNPNCJ_14.region001,Other,betalactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Thermopetrobacter,0
M25,Aegir_M25_B84,HDCNPNCJ_4.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Thermopetrobacter,0
M25,Aegir_M25_B85,FPNGPMKE_236.region001,RiPP,RRE-containing,Bacteria,WOR-3,Hydrothermia,0,0,0,0
M25,Aegir_M25_B87,DKBJNFLL_109.region001,Other,arylpolyene,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,0
M25,Aegir_M25_B87,DKBJNFLL_138.region001,RiPP,RiPP-like,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,0
M25,Aegir_M25_B87,DKBJNFLL_141.region001,Polyketide,hglE-KS,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,0
M25,Aegir_M25_B87,DKBJNFLL_154.region001,Terpene,Terpene generic,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,0
M25,Aegir_M25_B87,DKBJNFLL_171.region001,Other,arylpolyene,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,0
M25,Aegir_M25_B87,DKBJNFLL_178.region001,Polyketide,T3PKS,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,0
M25,Aegir_M25_B87,DKBJNFLL_219.region001,Terpene,Terpene generic,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,0
M25,Aegir_M25_B87,DKBJNFLL_22.region001,Terpene,Terpene generic,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,0
M25,Aegir_M25_B88,PNKOKCJG_2.region001,RiPP,RiPP-like,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,0,0,0
M25,Aegir_M25_B9,CMHNOBHP_178.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,0
M25,Aegir_M25_B9,CMHNOBHP_237.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,0
M25,Aegir_M25_B90,PLEPLBPC_24.region001,NRP,NRPS-like,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Aquifex,0
M25,Aegir_M25_B90,PLEPLBPC_10.region001,RiPP,RiPP-like,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Aquifex,0
M25,Aegir_M25_B91,CMMDPEPH_44.region001,RiPP,RRE-containing,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,0,0
M25,Aegir_M25_B91,CMMDPEPH_48.region001,RiPP,RRE-containing,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,0,0
M25,Aegir_M25_B91,CMMDPEPH_66.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,0,0
M25,Aegir_M25_B93,CNKJHFHF_10.region001,Polyketide,T3PKS,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,JALSRW01,0
M25,Aegir_M25_B93,CNKJHFHF_72.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,JALSRW01,0
M25,Aegir_M25_B93,CNKJHFHF_8.region001,Hybrid,RiPP-redox-cofactor:thioamitides:thiopeptide,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,JALSRW01,0
M25,Aegir_M25_B95,DNIJFPOO_10.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,0
M25,Aegir_M25_B95,DNIJFPOO_34.region001,Other,betalactone,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,0
M25,Aegir_M25_B95,DNIJFPOO_63.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,0
M25,Aegir_M25_B96,KBGDCNMJ_52.region001,Other,betalactone,Bacteria,J088,J088,J088,0,0,0
M25,Aegir_M25_B98,MHGIKJMM_48.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0
M25,Aegir_M25_B98,MHGIKJMM_76.region001,Other,hserlactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0
M25,Aegir_M25_B99,FLKMLDCN_17.region001,Other,acyl_amino_acids,Bacteria,Chloroflexota,Anaerolineae,B4-G1,B4-G1,JALWUZ01,0
